species,baseline,year,val,indicator
Garrulax monileger,18.8790073394775,1980,18.9588623046875,tavg_annual
Gavia arctica,2.22833132743835,1980,2.07117009162903,tavg_annual
Gelochelidon nilotica,7.70884037017822,1980,7.48495531082153,tavg_annual
Geokichla citrina,17.3723583221436,1980,17.3482704162598,tavg_annual
Glaucidium cuculoides,16.5460319519043,1980,16.4370346069336,tavg_annual
Gorsachius melanolophus,21.5267486572266,1980,21.6752967834473,tavg_annual
Gracupica nigricollis,17.7376155853272,1980,17.8039226531982,tavg_annual
Grandala coelicolor,0.0854270681738854,1980,0.0512760058045387,tavg_annual
Grus japonensis,2.5802116394043,1980,1.63626348972321,tavg_annual
Grus monacha,0.180285841226578,1980,-0.834346532821655,tavg_annual
Grus nigricollis,-2.43876075744629,1980,-2.41734337806702,tavg_annual
Gypaetus barbatus,0.809664309024811,1980,0.808482885360718,tavg_annual
Gyps himalayensis,1.09067094326019,1980,1.11255216598511,tavg_annual
Halcyon coromanda,9.34912872314453,1980,8.77041912078857,tavg_annual
Halcyon pileata,13.5916500091553,1980,13.2744026184082,tavg_annual
Halcyon smyrnensis,21.4184837341309,1980,21.5252094268799,tavg_annual
Haliaeetus leucoryphus,14.5949554443359,1980,14.6879415512085,tavg_annual
Harpactes wardi,7.65877723693848,1980,7.69560956954956,tavg_annual
Helopsaltes certhiola,4.49370956420898,1980,4.16203308105469,tavg_annual
Helopsaltes pryeri,6.69507789611816,1980,5.82887029647827,tavg_annual
Hemiprocne coronata,16.8426971435547,1980,16.9227237701416,tavg_annual
Hemitesia pallidipes,16.4103736877441,1980,16.5207557678223,tavg_annual
Hemixos castanonotus,18.8012046813965,1980,18.8792362213135,tavg_annual
Heterophasia desgodinsi,15.3197841644287,1980,15.3503684997559,tavg_annual
Heteroxenicus stellatus,10.1103487014771,1980,10.1277437210083,tavg_annual
Hieraaetus pennatus,-1.52793228626251,1980,-1.94514274597168,tavg_annual
Hierococcyx nisicolor,16.7749977111816,1980,16.8036708831787,tavg_annual
Hirundapus caudacutus,3.53024959564209,1980,2.93783855438232,tavg_annual
Hirundo rustica,6.45204973220825,1980,6.19973564147949,tavg_annual
Histrionicus histrionicus,2.43399834632874,1980,1.51885545253754,tavg_annual
Hydrocoloeus minutus,8.39431762695313,1980,8.29583072662354,tavg_annual
Hydrophasianus chirurgus,16.8095436096191,1980,16.7447204589844,tavg_annual
Hydroprogne caspia,13.4095697402954,1980,13.0428218841553,tavg_annual
Hypothymis azurea,17.1600189208984,1980,17.236442565918,tavg_annual
Hypsipetes leucocephalus,14.8521347045898,1980,14.7630224227905,tavg_annual
Ianthocincla lunulata,10.061731338501,1980,9.92920017242432,tavg_annual
Ibidorhyncha struthersii,2.57103848457336,1980,2.44150710105896,tavg_annual
Ictinaetus malaiensis,17.5921993255615,1980,17.6917495727539,tavg_annual
Iduna caligata,1.24820351600647,1980,0.84789103269577,tavg_annual
Indicator xanthonotus,11.974757194519,1980,12.0292692184448,tavg_annual
Ixobrychus cinnamomeus,15.1516189575195,1980,14.8592748641968,tavg_annual
Ixobrychus eurhythmus,9.65352725982666,1980,8.98414039611816,tavg_annual
Ixobrychus minutus,3.52706289291382,1980,3.6763858795166,tavg_annual
Ixos mcclellandii,17.4050006866455,1980,17.4044094085693,tavg_annual
Ketupa flavipes,16.8891162872314,1980,16.7197856903076,tavg_annual
Lalage melaschistos,14.466944694519,1980,14.2858610153198,tavg_annual
Lanius borealis,1.31796061992645,1980,0.906722068786621,tavg_annual
Lanius collurioides,18.5105876922607,1980,18.6054611206055,tavg_annual
Lanius isabellinus,4.22252321243286,1980,4.0652494430542,tavg_annual
Lanius schach,13.9856052398682,1980,13.8564596176147,tavg_annual
Lanius sphenocercus,3.90612149238586,1980,3.09363436698914,tavg_annual
Lanius tephronotus,4.4920392036438,1980,4.51286458969116,tavg_annual
Larus crassirostris,15.2883005142212,1980,14.839768409729,tavg_annual
Larvivora brunnea,6.33569192886353,1980,6.2970232963562,tavg_annual
Larvivora cyane,1.18610310554504,1980,0.197100460529327,tavg_annual
Leptopoecile elegans,0.98818451166153,1980,0.977037131786346,tavg_annual
Leptoptilos javanicus,16.9516258239746,1980,17.0486965179443,tavg_annual
Limnodromus semipalmatus,0.786399185657501,1980,-0.211958363652229,tavg_annual
Limosa limosa,1.18308401107788,1980,0.512537658214569,tavg_annual
Linaria cannabina,3.5346257686615,1980,3.4404833316803,tavg_annual
Locustella davidi,1.20486629009247,1980,0.203322663903236,tavg_annual
Locustella mandelli,16.6459560394287,1980,16.6847972869873,tavg_annual
Lonchura striata,17.8427257537842,1980,17.7654876708984,tavg_annual
Lophotriorchis kienerii,21.7009258270264,1980,21.8186225891113,tavg_annual
Lophura leucomelanos,9.65683269500732,1980,9.69265556335449,tavg_annual
Lophura nycthemera,18.3205432891846,1980,18.4246883392334,tavg_annual
Loxia curvirostra,1.51776707172394,1980,1.02891433238983,tavg_annual
Macropygia unchall,15.9221172332764,1980,15.9694881439209,tavg_annual
Mareca falcata,-0.0438449047505856,1980,-1.0304594039917,tavg_annual
Megaceryle lugubris,14.9650630950928,1980,14.6856536865234,tavg_annual
Melanitta fusca,-0.415890514850616,1980,-1.05705964565277,tavg_annual
Melanitta stejnegeri,-3.66282343864441,1980,-4.5584020614624,tavg_annual
Melanochlora sultanea,17.8534564971924,1980,17.9633140563965,tavg_annual
Mergus serrator,1.48495018482208,1980,0.517473876476288,tavg_annual
Merops philippinus,18.216157913208,1980,18.3098564147949,tavg_annual
Mixornis gularis,16.6088333129883,1980,16.6936264038086,tavg_annual
Monticola gularis,2.55553078651428,1980,1.57360589504242,tavg_annual
Monticola rufiventris,15.008505821228,1980,14.9417324066162,tavg_annual
Monticola solitarius,10.69957447052,1980,10.3735885620117,tavg_annual
Motacilla citreola,2.11336731910706,1980,2.05121922492981,tavg_annual
Moupinia poecilotis,5.8381495475769,1980,5.8145227432251,tavg_annual
Muscicapa dauurica,1.83804142475128,1980,0.8539759516716,tavg_annual
Muscicapa ferruginea,12.2930793762207,1980,12.2634687423706,tavg_annual
Muscicapa muttui,16.5096664428711,1980,16.5176601409912,tavg_annual
Mycerobas affinis,4.41250896453857,1980,4.41814565658569,tavg_annual
Mycerobas carnipes,2.38752770423889,1980,2.4447705745697,tavg_annual
Myiomela leucura,14.7471036911011,1980,14.7184219360352,tavg_annual
Myophonus caeruleus,12.2541236877441,1980,12.0827732086182,tavg_annual
Netta rufina,4.39621496200562,1980,4.4212212562561,tavg_annual
Niltava davidi,16.1460857391357,1980,16.1797924041748,tavg_annual
Niltava grandis,15.191873550415,1980,15.2680320739746,tavg_annual
Niltava macgrigoriae,16.9079494476318,1980,16.9817867279053,tavg_annual
Niltava sundara,11.1602268218994,1980,11.1097030639648,tavg_annual
Ninox japonica,11.0648565292358,1980,10.4330720901489,tavg_annual
Nipponia nippon,12.9074239730835,1980,12.7013454437256,tavg_annual
Nisaetus nipalensis,15.606614112854,1980,15.6625003814697,tavg_annual
Numenius madagascariensis,1.01834654808044,1980,0.0568690411746502,tavg_annual
Nycticorax nycticorax,14.2959289550781,1980,13.9564199447632,tavg_annual
Oenanthe deserti,2.75848913192749,1980,2.76421976089478,tavg_annual
Oenanthe oenanthe,4.1615571975708,1980,3.75927472114563,tavg_annual
Onychoprion anaethetus,21.0948657989502,1980,21.2058868408203,tavg_annual
Oriolus oriolus,2.82495427131653,1980,2.77839326858521,tavg_annual
Otus lettia,17.3027420043945,1980,17.212869644165,tavg_annual
Otus semitorques,7.52039051055908,1980,6.69738101959229,tavg_annual
Otus spilocephalus,16.1825160980225,1980,16.2309455871582,tavg_annual
Oxyura leucocephala,5.74121427536011,1980,6.13910627365112,tavg_annual
Panurus biarmicus,4.0566554069519,1980,3.8329496383667,tavg_annual
Paradoxornis guttaticollis,16.3404731750488,1980,16.380241394043,tavg_annual
Paradoxornis heudei,11.9028587341309,1980,11.1326522827148,tavg_annual
Parayuhina diademata,12.8452854156494,1980,12.8083343505859,tavg_annual
Pardaliparus venustulus,13.3791913986206,1980,13.0901031494141,tavg_annual
Parus monticolus,12.5789823532104,1980,12.492506980896,tavg_annual
Passer cinnamomeus,12.5726490020752,1980,12.3346281051636,tavg_annual
Passer domesticus,0.8075812458992,1980,0.445164412260056,tavg_annual
Passer hispaniolensis,4.1236572265625,1980,4.27656126022339,tavg_annual
Pelecanus crispus,-0.0500614047050476,1980,-0.134080782532692,tavg_annual
Pellorneum tickelli,18.3688716888428,1980,18.4955635070801,tavg_annual
Perdix hodgsoniae,-1.77531719207764,1980,-1.77276170253754,tavg_annual
Pericrocotus cantonensis,16.2010173797607,1980,16.0685138702393,tavg_annual
Pericrocotus divaricatus,2.64446353912354,1980,1.72732651233673,tavg_annual
Pericrocotus ethologus,9.92326736450195,1980,9.72136878967285,tavg_annual
Pericrocotus solaris,17.6588821411133,1980,17.6961994171143,tavg_annual
Periparus rubidiventris,0.664276123046875,1980,0.672251284122467,tavg_annual
Pernis ptilorhynchus,3.52406430244446,1980,2.75149345397949,tavg_annual
Phasianus colchicus,8.30582332611084,1980,7.9153323173523,tavg_annual
Phoenicurus erythronotus,4.30174112319946,1980,4.45481014251709,tavg_annual
Phoenicurus frontalis,4.6590428352356,1980,4.61157274246216,tavg_annual
Phoenicurus leucocephalus,7.6313419342041,1980,7.48212146759033,tavg_annual
Phoenicurus ochruros,3.16468453407288,1980,3.14771604537964,tavg_annual
Phoenicurus schisticeps,2.76915335655212,1980,2.75508904457092,tavg_annual
Phylloscopus affinis,5.00464820861816,1980,4.97903537750244,tavg_annual
Phylloscopus burkii,1.74791288375855,1980,1.68286228179932,tavg_annual
Phylloscopus cantator,15.2558937072754,1980,15.3610601425171,tavg_annual
Phylloscopus castaniceps,15.802848815918,1980,15.7491025924683,tavg_annual
Phylloscopus claudiae,9.80094909667969,1980,9.47877311706543,tavg_annual
Phylloscopus coronatus,6.81816911697388,1980,6.25300741195679,tavg_annual
Phylloscopus emeiensis,12.294095993042,1980,12.2902374267578,tavg_annual
Phylloscopus intermedius,13.5853862762451,1980,13.5929985046387,tavg_annual
Phylloscopus magnirostris,6.22976064682007,1980,6.22600555419922,tavg_annual
Phylloscopus ogilviegranti,17.4471797943115,1980,17.4987945556641,tavg_annual
Phylloscopus omeiensis,10.0228862762451,1980,9.9516773223877,tavg_annual
Phylloscopus pulcher,7.75984954833984,1980,7.76475858688355,tavg_annual
Phylloscopus ricketti,15.0707273483276,1980,14.9305219650269,tavg_annual
Phylloscopus soror,13.3881883621216,1980,13.2377109527588,tavg_annual
Phylloscopus subaffinis,11.3444881439209,1980,11.2168197631836,tavg_annual
Phylloscopus tenellipes,4.46851873397827,1980,3.47756814956665,tavg_annual
Phylloscopus tephrocephalus,11.7572355270386,1980,11.6597146987915,tavg_annual
Phylloscopus yunnanensis,7.87726640701294,1980,7.48516798019409,tavg_annual
Picumnus innominatus,15.0709447860718,1980,14.9665880203247,tavg_annual
Picus chlorolophus,18.0959873199463,1980,18.1947975158691,tavg_annual
Pitta nympha,16.9794597625732,1980,16.7522754669189,tavg_annual
Platalea minor,9.90586376190186,1980,8.82474708557129,tavg_annual
Pnoepyga immaculata,6.14884376525879,1980,6.00399732589722,tavg_annual
Podiceps auritus,0.0966474786400795,1980,-0.0106755373999476,tavg_annual
Podiceps grisegena,1.88151240348816,1980,1.1875559091568,tavg_annual
Podiceps nigricollis,3.38600826263428,1980,2.65099620819092,tavg_annual
Podoces biddulphi,11.4066867828369,1980,11.7265663146973,tavg_annual
Pomatorhinus schisticeps,17.446647644043,1980,17.5266017913818,tavg_annual
Pomatorhinus superciliaris,15.1089525222778,1980,15.199390411377,tavg_annual
Prinia atrogularis,12.6362218856812,1980,12.6873159408569,tavg_annual
Prinia flaviventris,18.7695446014404,1980,18.8877983093262,tavg_annual
Prinia inornata,17.5438671112061,1980,17.4582538604736,tavg_annual
Prunella collaris,0.813875377178192,1980,0.595887303352356,tavg_annual
Prunella himalayana,-1.66152310371399,1980,-1.49056494235992,tavg_annual
Prunella immaculata,2.10316181182861,1980,2.10349106788635,tavg_annual
Prunella montanella,-4.40983486175537,1980,-5.1886477470398,tavg_annual
Prunella strophiata,4.73362493515015,1980,4.71613216400147,tavg_annual
Psarisomus dalhousiae,16.8249530792236,1980,16.933500289917,tavg_annual
Pseudopodoces humilis,-2.32207679748535,1980,-2.32555055618286,tavg_annual
Psilopogon faber,18.641695022583,1980,18.6222915649414,tavg_annual
Psilopogon virens,16.1266174316406,1980,16.118989944458,tavg_annual
Pterorhinus berthemyi,15.6969261169434,1980,15.573558807373,tavg_annual
Pterorhinus lanceolatus,13.7756433486938,1980,13.7381477355957,tavg_annual
Pterorhinus pectoralis,16.2531871795654,1980,16.0998668670654,tavg_annual
Pterorhinus sannio,16.2927093505859,1980,16.223503112793,tavg_annual
Pteruthius rufiventer,13.1334648132324,1980,13.1961297988892,tavg_annual
Pteruthius xanthochlorus,9.84388065338135,1980,9.81867027282715,tavg_annual
Ptyonoprogne rupestris,5.28170204162598,1980,5.17205572128296,tavg_annual
Pycnonotus aurigaster,17.4456253051758,1980,17.4661083221436,tavg_annual
Pycnonotus jocosus,17.9407787322998,1980,18.024471282959,tavg_annual
Pycnonotus sinensis,14.8352212905884,1980,14.5111770629883,tavg_annual
Pycnonotus xanthorrhous,14.6106376647949,1980,14.5556859970093,tavg_annual
Pyrrhula erythaca,8.81257247924805,1980,8.69411563873291,tavg_annual
Pyrrhula nipalensis,14.4582386016846,1980,14.5024538040161,tavg_annual
Rallina eurizonoides,19.9752426147461,1980,20.0998821258545,tavg_annual
Rallus aquaticus,2.23299288749695,1980,2.37663698196411,tavg_annual
Recurvirostra avosetta,1.43240571022034,1980,0.78899621963501,tavg_annual
Regulus regulus,6.93832683563232,1980,6.81500482559204,tavg_annual
Remiz consobrinus,3.41647076606751,1980,2.47561740875244,tavg_annual
Remiz coronatus,2.23777103424072,1980,2.04161715507507,tavg_annual
Rhodospiza obsoleta,5.21676588058472,1980,5.24992990493774,tavg_annual
Riparia riparia,2.72516894340515,1980,1.96482706069946,tavg_annual
Rubigula flaviventris,18.6177272796631,1980,18.7283954620361,tavg_annual
Sasia ochracea,18.9171276092529,1980,19.0387020111084,tavg_annual
Saxicola ferreus,14.4962930679321,1980,14.3688344955444,tavg_annual
Sitta cinnamoventris,17.0689601898193,1980,17.1702308654785,tavg_annual
Sitta formosa,15.7613935470581,1980,15.8460960388184,tavg_annual
Sitta villosa,6.04104328155518,1980,5.53304386138916,tavg_annual
Sittiparus varius,5.84987640380859,1980,4.83085346221924,tavg_annual
Spilopelia chinensis,14.6009311676025,1980,14.3708171844482,tavg_annual
Spilopelia senegalensis,4.14645385742188,1980,4.48923349380493,tavg_annual
Spilornis cheela,17.0771160125732,1980,17.1024208068848,tavg_annual
Spinus spinus,-0.31709823012352,1980,-1.29755413532257,tavg_annual
Spizixos semitorques,15.7619457244873,1980,15.6032838821411,tavg_annual
Spodiopsar cineraceus,4.36653470993042,1980,3.69101524353027,tavg_annual
Spodiopsar sericeus,17.1801338195801,1980,17.0560665130615,tavg_annual
Stachyris humei,13.3813352584839,1980,13.4643898010254,tavg_annual
Staphida torqueola,17.1020698547363,1980,17.0351810455322,tavg_annual
Streptopelia decaocto,7.4392237663269,1980,7.23424339294434,tavg_annual
Sturnia sinensis,18.8444938659668,1980,18.8709259033203,tavg_annual
Sturnus vulgaris,4.84068393707275,1980,4.95276069641113,tavg_annual
Suthora fulvifrons,8.59906959533691,1980,8.58736896514893,tavg_annual
Syrmaticus humiae,17.0574054718018,1980,17.1418151855469,tavg_annual
Syrmaticus reevesii,14.0405712127686,1980,13.8919525146484,tavg_annual
Syrrhaptes paradoxus,4.20928049087524,1980,3.69747138023376,tavg_annual
Tarsiger chrysaeus,6.43582439422607,1980,6.44513368606567,tavg_annual
Tarsiger indicus,8.92863464355469,1980,8.96004009246826,tavg_annual
Temnurus temnurus,23.4742946624756,1980,23.6206283569336,tavg_annual
Tephrodornis virgatus,19.1804008483887,1980,19.2529106140137,tavg_annual
Thalasseus bergii,21.9452171325684,1980,22.0450077056885,tavg_annual
Timalia pileata,19.0730609893799,1980,19.1594371795654,tavg_annual
Tragopan caboti,18.0775947570801,1980,18.1296157836914,tavg_annual
Tragopan temminckii,12.3027400970459,1980,12.2523937225342,tavg_annual
Treron curvirostra,18.588830947876,1980,18.6981735229492,tavg_annual
Treron sieboldii,17.5720043182373,1980,17.4365730285645,tavg_annual
Treron sphenurus,14.2291984558105,1980,14.3013668060303,tavg_annual
Turdus boulboul,17.1549205780029,1980,17.2515563964844,tavg_annual
Turdus cardis,14.8232564926147,1980,14.4675703048706,tavg_annual
Turdus feae,7.21807289123535,1980,6.57075071334839,tavg_annual
Turdus mandarinus,14.5555534362793,1980,14.3852682113647,tavg_annual
Turdus pilaris,-1.59221339225769,1980,-2.47599124908447,tavg_annual
Turdus rubrocanus,5.59934520721436,1980,5.51362276077271,tavg_annual
Turdus ruficollis,2.86822009086609,1980,2.9934241771698,tavg_annual
Turdus viscivorus,4.50128364562988,1980,4.57987689971924,tavg_annual
