unit_id,year,n_checklist,n_loc
654223,2011,7,2
659001,2023,8,7
654223,2021,17,3
659001,2021,11,8
654223,2017,12,3
654223,2015,2,1
654223,2016,5,1
654223,2014,2,1
540235,2018,1,1
540235,2014,3,2
540235,2007,12,3
540235,2009,10,3
540235,2013,2,2
540235,2015,1,1
540235,2011,2,2
540235,2020,1,1
654226,2011,2,1
659001,2022,1,1
659001,2018,17,8
540235,2021,2,1
659001,2017,2,1
659001,2011,4,1
654326,2021,34,17
654324,2023,36,13
652324,2014,1,1
652823,2021,2,2
652823,2023,2,2
652823,2017,1,1
652324,2017,8,2
652324,2020,4,3
652324,2022,18,5
652324,2010,2,2
654326,2022,3,3
652801,2023,3,2
652801,2008,2,1
652801,2021,2,2
652801,2015,1,1
652801,2012,1,1
652823,2007,1,1
652826,2014,1,1
652801,2014,1,1
654324,2022,13,6
652827,2011,1,1
654324,2018,2,2
654324,2017,9,4
654324,2021,7,6
654324,2012,4,1
540223,2023,17,10
652826,2021,1,1
652829,2018,8,3
654226,2022,5,1
652823,2019,7,5
654324,2015,1,1
654324,2010,1,1
652826,2012,1,1
654226,2008,2,1
652323,2022,1,1
652323,2019,1,1
652829,2023,4,2
652323,2023,5,5
540223,2007,19,8
540223,2021,5,4
540223,2009,2,2
540223,2018,27,14
654326,2016,1,1
540223,2004,6,2
654326,2018,9,4
654321,2023,101,42
654321,2017,30,12
540223,2016,7,2
654321,2019,30,23
540629,2022,1,1
540226,2005,1,1
654326,2017,3,2
652829,2016,1,1
654321,2016,21,6
540629,2023,5,4
540629,2020,1,1
652828,2013,10,2
652828,2007,7,1
652828,2003,1,1
654321,2021,47,23
540223,2010,5,3
540223,2011,2,2
654321,2018,71,28
654321,2022,31,15
654321,2007,5,5
654321,2012,5,4
654321,2010,1,1
654321,2015,5,5
654321,2014,11,7
654321,2011,13,4
540223,2017,5,2
540223,2015,3,2
540223,2019,2,1
540223,2020,1,1
540223,2014,2,2
540223,2002,1,1
654321,2008,6,2
654226,2016,5,1
654226,2015,1,1
652301,2023,6,6
652829,2007,2,1
652829,2013,3,1
652829,2003,1,1
652829,2021,1,1
652829,2017,2,1
652829,2014,1,1
650121,2012,5,5
654323,2021,48,22
654324,2011,1,1
654321,2013,1,1
650121,2018,66,20
650121,2016,33,13
650121,2023,36,17
650121,2017,27,7
650121,2015,4,2
650121,2022,7,2
650121,2008,6,3
650121,2014,7,3
650121,2021,25,12
650121,2019,10,5
650121,2013,3,3
650121,2007,1,1
650121,2010,2,2
650121,2020,2,2
654301,2011,12,7
652301,2007,1,1
654301,2019,25,17
654323,2018,32,15
540629,2015,1,1
652301,2021,2,1
654323,2019,14,8
654323,2016,5,3
650106,2021,1,1
652301,2018,1,1
654323,2020,8,6
654323,2023,35,23
650106,2023,3,3
654323,2022,3,3
654323,2015,3,3
654301,2016,17,8
654301,2023,70,37
654301,2017,31,11
654301,2021,59,31
650106,2019,1,1
540226,2004,1,1
540231,2020,23,5
540226,2023,1,1
540231,2023,1,1
654301,2022,47,23
654301,2015,8,7
654301,2018,40,20
650103,2020,2,2
654323,2007,3,3
654323,2014,2,2
654323,2006,1,1
654323,2012,1,1
650121,2011,1,1
540225,2021,3,2
650104,2018,5,4
650104,2007,1,1
650104,2019,6,4
650104,2023,10,7
650104,2021,22,19
650103,2023,7,7
654323,2017,2,1
654323,2011,1,1
654323,2008,2,1
650103,2003,1,1
650104,2020,2,2
650104,2011,2,1
659004,2017,2,1
659004,2014,1,1
659004,2010,1,1
650103,2011,1,1
659004,2008,2,1
540225,2016,3,1
650104,2017,1,1
650103,2018,4,3
650104,2012,2,2
650104,2006,1,1
650104,2022,1,1
650104,2016,2,1
659005,2022,7,1
659005,2019,6,5
659005,2023,7,1
659005,2021,11,1
659005,2014,2,1
659005,2016,4,3
659005,2017,2,1
659005,2018,4,2
650103,2002,2,2
650103,2019,4,1
650103,2021,3,3
659004,2023,2,1
650103,2022,1,1
650102,2016,11,4
650102,2018,6,2
650103,2017,3,1
650102,2021,2,2
650105,2010,2,1
650105,2005,1,1
650109,2021,2,2
650105,2019,2,2
650109,2023,3,3
650105,2011,1,1
650105,2016,5,3
650105,2023,4,2
650102,2013,5,1
650102,2023,5,2
650102,2019,4,3
650102,2007,1,1
650102,2006,1,1
650105,2008,1,1
650105,2012,1,1
650105,2007,1,1
650105,2013,3,2
650105,2018,2,2
650102,2014,1,1
650105,2017,1,1
650102,2017,6,3
650109,2020,1,1
650109,2019,2,2
540225,2020,1,1
650109,2018,1,1
650109,2022,1,1
659004,2019,6,4
650105,2021,3,3
650107,2017,6,3
650105,2020,1,1
650107,2018,7,3
650107,2021,8,3
650107,2022,1,1
650107,2023,1,1
650107,2014,3,2
540225,2019,3,1
652828,2022,1,1
540225,2005,1,1
650107,2008,2,1
650107,2019,9,6
652302,2019,13,5
659005,2008,2,1
540231,2021,1,1
652302,2017,17,6
652302,2023,19,7
652302,2018,19,8
652302,2021,6,4
652302,2012,2,2
652302,2022,13,5
652302,2015,1,1
652302,2014,3,2
654301,2012,5,4
659005,2005,1,1
540225,2009,1,1
540224,2018,2,1
540225,2007,4,2
654301,2014,1,1
654301,2008,2,1
652302,2010,2,1
652302,2003,3,2
652302,2016,1,1
652302,2011,2,2
652302,2013,10,2
652302,2007,3,1
652302,2004,1,1
652828,2019,1,1
652302,2002,1,1
650107,2012,1,1
652302,2005,1,1
652824,2018,12,4
652824,2019,10,6
652824,2013,2,2
650422,2019,2,2
540625,2018,1,1
652828,2021,1,1
659005,2007,1,1
652824,2015,2,2
540224,2023,1,1
540237,2020,8,1
650422,2023,1,1
650422,2014,2,1
650422,2007,2,1
652327,2012,3,3
540625,2020,1,1
540202,2018,16,9
652824,2014,1,1
540233,2018,1,1
540233,2023,1,1
652327,2019,2,2
540630,2023,2,1
540202,2015,4,4
540202,2023,8,4
540202,2007,8,3
540202,2019,4,3
540202,2021,16,9
540202,2005,1,1
540202,2022,1,1
540202,2020,7,2
540233,2007,3,1
540233,2020,33,7
540233,2019,8,4
652327,2014,2,2
540233,2016,1,1
650402,2012,6,5
650402,2005,2,2
650402,2011,4,4
650402,2023,4,4
650402,2015,2,1
650402,2017,2,2
650402,2002,1,1
654322,2014,3,3
650402,2019,7,4
650402,2021,1,1
540221,2023,1,1
650402,2018,1,1
540228,2021,1,1
654322,2019,4,4
654322,2007,3,3
540230,2020,9,2
654322,2022,2,2
540222,2021,2,2
654322,2023,6,3
650402,2007,2,2
650402,2010,1,1
654322,2010,2,1
650402,2014,2,1
652325,2011,3,2
540222,2018,12,6
540222,2009,4,3
540222,2019,2,2
540222,2020,3,3
540221,2009,1,1
650421,2012,3,2
650421,2023,2,2
654322,2021,3,2
540229,2016,3,1
540229,2021,1,1
652325,2023,1,1
654325,2008,4,2
540222,2011,1,1
540222,2023,3,2
540222,2013,2,1
540531,2020,12,2
650421,2022,1,1
540123,2021,1,1
652328,2018,31,9
540527,2022,4,2
654325,2022,5,5
540531,2014,2,2
654325,2019,3,2
540531,2018,7,5
540531,2011,3,3
540122,2005,2,2
540531,2015,6,2
540531,2017,9,4
540531,2006,1,1
540531,2016,4,2
540531,2019,2,2
540531,2010,1,1
540531,2021,3,2
540531,2023,7,5
540531,2004,1,1
652325,2006,10,1
652325,2017,1,1
540531,2022,1,1
540122,2018,15,9
540531,2013,2,1
540627,2013,1,1
540103,2023,4,4
540124,2019,13,4
540531,2009,1,1
654325,2021,3,2
540122,2023,3,3
540522,2020,10,3
540522,2017,3,2
540522,2015,1,1
540522,2021,1,1
540522,2013,2,1
540522,2016,2,2
540527,2017,7,3
540122,2011,7,6
632803,2020,1,1
540522,2011,1,1
540522,2018,5,4
540522,2023,1,1
540103,2021,8,2
540103,2022,4,1
540531,2005,1,1
540124,2002,3,2
540124,2017,8,3
540103,2015,2,1
654325,2023,17,4
540522,2019,1,1
540522,2002,1,1
540124,2013,9,3
632803,2023,2,2
632803,2019,4,2
540122,2007,4,1
540122,2016,5,2
540122,2015,4,3
540122,2022,2,2
540122,2021,2,2
540122,2010,2,1
540122,2019,4,3
540122,2006,3,3
540122,2017,3,2
540122,2009,1,1
632803,2010,1,1
632803,2007,1,1
540122,2014,1,1
540522,2022,2,1
540522,2014,1,1
540122,2004,5,5
540103,2004,4,2
540124,2008,3,2
540124,2004,4,4
540522,2004,1,1
540124,2014,4,3
540124,2018,17,4
540103,2007,2,2
540103,2020,1,1
540103,2018,3,3
540103,2005,2,2
540527,2018,3,3
540103,2013,1,1
540124,2006,1,1
540124,2009,3,1
540124,2021,12,5
540124,2020,12,1
540124,2015,2,1
540124,2023,7,1
540124,2016,2,2
540124,2007,5,3
540124,2022,2,1
540124,2010,2,1
540124,2011,1,1
540124,2005,1,1
540102,2004,15,7
540102,2020,28,7
540102,2018,39,17
540102,2015,25,13
540102,2019,29,14
540102,2016,17,9
540102,2009,8,5
540102,2010,12,7
540102,2007,35,9
540102,2013,24,9
540102,2023,38,16
540102,2011,13,10
540103,2012,1,1
540121,2004,8,7
540121,2008,3,3
540121,2020,2,2
540102,2022,12,3
540102,2021,31,6
540102,2017,22,8
540102,2014,16,8
540102,2008,5,4
540121,2009,1,1
540103,2019,3,1
540102,2002,1,1
540122,2002,1,1
540102,2005,1,1
540102,2003,1,1
540102,2006,7,4
540527,2020,2,1
540527,2021,11,2
540527,2015,4,1
540527,2016,1,1
650421,2018,1,1
540121,2022,2,1
540121,2018,13,5
540522,2009,1,1
540104,2018,10,6
540104,2006,1,1
540104,2020,3,3
540521,2019,1,1
540104,2005,2,2
540104,2004,4,4
540104,2011,1,1
650502,2023,18,18
540104,2008,10,10
540526,2015,2,1
540121,2011,3,1
540104,2017,1,1
540526,2021,7,5
540104,2007,5,1
540104,2002,1,1
540104,2016,1,1
540104,2023,1,1
540521,2018,3,2
540521,2010,1,1
540121,2006,1,1
540624,2011,1,1
540624,2019,1,1
540624,2010,2,2
540624,2018,2,1
632801,2021,36,17
540502,2018,2,1
540524,2021,2,1
540127,2004,3,1
540526,2019,1,1
540624,2021,2,1
540530,2021,50,32
540127,2018,18,7
540530,2022,5,2
540530,2023,6,4
540127,2002,2,1
540502,2015,1,1
540530,2018,2,2
540530,2019,1,1
540502,2017,1,1
632803,2015,1,1
540502,2021,5,4
540502,2019,1,1
540502,2010,1,1
632801,2012,10,5
632801,2008,1,1
632801,2006,2,2
540502,2022,1,1
540624,2004,1,1
540624,2016,3,1
632801,2005,1,1
632801,2011,1,1
540530,2010,1,1
540602,2018,2,1
540602,2011,1,1
540602,2021,2,1
540525,2021,2,2
540523,2022,2,2
540602,2023,1,1
632801,2018,21,14
632801,2022,16,12
540529,2021,3,2
540523,2020,1,1
540421,2018,7,3
540421,2011,4,4
540421,2002,2,2
540127,2021,1,1
540127,2015,1,1
540127,2014,2,1
540127,2013,1,1
540421,2010,1,1
540421,2017,4,4
540421,2020,5,5
540523,2023,2,2
540523,2018,1,1
632801,2013,7,5
540421,2014,4,4
540421,2009,2,1
540421,2021,4,2
632724,2019,1,1
650521,2019,1,1
632801,2019,5,4
650521,2022,1,1
540622,2004,1,1
632801,2023,35,15
620924,2015,2,2
540529,2023,1,1
620982,2007,7,4
620982,2023,13,6
540622,2023,2,2
632726,2010,1,1
632800,2020,6,5
540623,2022,3,1
632801,2010,3,1
632801,2020,5,3
632800,2023,6,4
650502,2019,1,1
650502,2022,2,2
632724,2023,2,1
540330,2022,4,2
632800,2019,2,2
540626,2021,6,2
540626,2019,2,2
632722,2015,2,2
540422,2021,54,26
620982,2019,12,9
620982,2022,3,2
620982,2015,1,1
632724,2014,2,2
632726,2019,4,3
632726,2018,31,16
632726,2014,11,8
632726,2016,1,1
540421,2013,1,1
540421,2019,1,1
632726,2023,2,2
632724,2022,3,2
632724,2017,2,1
632724,2015,1,1
632724,2020,7,4
632726,2021,16,9
632726,2022,6,5
540421,2023,6,1
540421,2015,2,2
540621,2021,2,1
540628,2022,6,2
632801,2004,1,1
632801,2014,5,4
540402,2020,14,9
540402,2018,7,3
540402,2011,4,4
540402,2007,10,3
632726,2013,1,1
540422,2019,1,1
620924,2020,2,2
540422,2015,3,2
540422,2017,3,3
632724,2018,16,6
620924,2019,1,1
540422,2022,16,4
620924,2014,2,1
540422,2018,2,2
540422,2023,11,8
540402,2017,7,5
540402,2022,46,22
540402,2021,64,32
540402,2013,4,3
540402,2019,1,1
540402,2009,6,3
540402,2023,36,15
650522,2022,1,1
540402,2016,3,3
540628,2021,6,1
540422,2020,2,2
650502,2021,3,1
650502,2020,1,1
540402,2010,1,1
620982,2013,4,2
620982,2012,4,3
620982,2021,3,2
620982,2020,4,3
632726,2020,5,4
620982,2011,3,3
620982,2018,2,2
632722,2014,2,2
540402,2014,1,1
540402,2015,1,1
620982,2004,1,1
650502,2017,1,1
620923,2014,2,1
540324,2004,2,2
620922,2012,1,1
632722,2017,89,22
620922,2013,2,1
540424,2021,80,39
540423,2021,323,86
620922,2015,2,2
540424,2022,41,16
540424,2016,1,1
540424,2023,45,23
540424,2007,3,1
540423,2023,106,27
540423,2018,35,10
632722,2023,12,3
540423,2022,88,33
632722,2022,6,4
540423,2020,90,19
540423,2019,20,3
540423,2013,1,1
540424,2018,6,2
632722,2021,3,2
632722,2018,20,11
632722,2020,8,6
540423,2017,2,1
540324,2022,2,1
632722,2019,17,8
540329,2022,4,2
632800,2012,1,1
632800,2021,2,2
540424,2020,23,8
620922,2023,6,4
632725,2022,53,22
632724,2013,2,1
632722,2016,1,1
540324,2021,2,1
632724,2021,2,1
540424,2004,1,1
620922,2019,1,1
540324,2023,1,1
540324,2020,1,1
540324,2019,1,1
632701,2017,57,33
620922,2020,3,2
632822,2004,2,2
632701,2019,18,10
632725,2013,10,5
632725,2006,9,4
632725,2023,39,14
632725,2014,40,25
632822,2014,6,6
632822,2018,27,19
632822,2015,2,2
632725,2018,60,34
632701,2020,24,15
632701,2023,88,14
632701,2018,50,30
540323,2014,2,1
632725,2002,19,10
540323,2004,3,3
632701,2002,4,2
632701,2014,14,9
632725,2017,24,10
632701,2021,66,21
632725,2009,10,7
632725,2021,41,12
632725,2005,6,4
632725,2008,3,3
632725,2007,13,6
632725,2010,18,8
632725,2012,13,6
632725,2004,18,9
632701,2004,10,7
632725,2020,29,8
632725,2015,2,1
632725,2016,23,3
632725,2019,16,9
540424,2019,1,1
632701,2022,124,13
632701,2010,8,6
632701,2007,13,4
632701,2016,30,5
632822,2017,4,4
620923,2019,1,1
540326,2023,2,1
540302,2023,2,2
540326,2021,3,3
540326,2020,2,2
632802,2018,16,5
632802,2021,10,5
632802,2023,13,6
632802,2022,11,1
632802,2020,6,3
632802,2019,2,1
632802,2017,3,2
632802,2010,1,1
632701,2009,5,2
632723,2019,4,3
632701,2006,7,4
632701,2012,6,3
632701,2005,2,1
632701,2008,2,1
632701,2013,1,1
620923,2011,2,2
632701,2015,4,4
540425,2007,7,2
632723,2020,7,4
632822,2023,17,14
632822,2010,1,1
632822,2022,17,9
632822,2006,1,1
632723,2023,6,5
620981,2011,2,1
632723,2018,11,10
632723,2017,4,3
632723,2014,10,6
632723,2002,5,3
632723,2006,3,3
540325,2007,1,1
632723,2004,6,3
632723,2022,3,2
632723,2016,8,2
540425,2016,1,1
513332,2023,32,6
632723,2015,1,1
632723,2012,1,1
632723,2007,1,1
533123,2020,399,93
533123,2021,201,75
533123,2023,837,211
533123,2018,380,93
533123,2019,558,150
533123,2017,359,111
533123,2016,92,32
632802,2007,1,1
632802,2016,16,2
533123,2012,16,8
533102,2015,85,37
533123,2014,75,16
533123,2015,105,29
533123,2013,19,13
533123,2008,20,11
533123,2022,74,19
533123,2009,9,3
533123,2010,6,2
533123,2007,11,3
533123,2011,1,1
632723,2009,1,1
540325,2021,1,1
533102,2016,47,16
533102,2004,1,1
632626,2018,15,15
620721,2010,1,1
632802,2004,1,1
540321,2022,4,2
632626,2002,8,5
632626,2016,9,4
632626,2017,9,7
632626,2008,2,2
533102,2014,34,14
533102,2009,9,4
533102,2003,4,3
533102,2021,20,11
533102,2018,74,26
513332,2021,1,1
533124,2013,4,4
533124,2017,6,3
533124,2019,27,9
533102,2013,22,11
533102,2008,33,14
533102,2011,9,5
533102,2002,4,1
533102,2007,12,2
533102,2019,51,15
533102,2012,12,7
533124,2015,12,6
632626,2022,4,3
533124,2018,21,8
533102,2020,47,10
533102,2017,50,13
533102,2023,129,12
533124,2020,23,8
533124,2023,32,3
533124,2022,8,2
533124,2008,5,2
533124,2007,2,1
533124,2012,2,2
533102,2006,2,2
513332,2016,4,4
632821,2023,17,13
632821,2016,29,9
632821,2021,18,8
632822,2020,14,9
632822,2016,12,2
632626,2023,9,9
533102,2010,2,2
632626,2021,3,3
533102,2005,1,1
540327,2008,1,1
513332,2010,1,1
632823,2022,3,2
632823,2016,2,1
632626,2014,16,14
632626,2004,7,5
632626,2006,1,1
632822,2021,27,13
533103,2015,2,1
513332,2022,1,1
530581,2019,115,38
513332,2018,1,1
533103,2020,31,12
513332,2017,3,3
540328,2007,3,1
632626,2010,3,1
632626,2012,2,2
533103,2022,21,10
530581,2016,27,12
533122,2020,2,2
632626,2005,2,1
620200,2012,3,3
620200,2015,1,1
632626,2007,5,3
620200,2023,2,2
620200,2019,3,2
620200,2018,1,1
533122,2018,3,3
632822,2019,5,3
533122,2014,1,1
620200,2020,4,4
533122,2019,7,4
533122,2023,3,2
533324,2014,19,5
620200,2007,1,1
530581,2023,245,68
533122,2012,1,1
533324,2015,24,14
533122,2017,1,1
533324,2016,60,8
533122,2021,2,2
533324,2021,13,2
533324,2023,6,1
533324,2020,4,2
533324,2018,2,2
533324,2013,1,1
632222,2019,8,8
530581,2005,2,1
530581,2022,107,35
530581,2017,61,27
530581,2018,99,25
530581,2020,77,29
533103,2021,3,3
530581,2009,9,4
530581,2013,11,4
530581,2011,3,3
533103,2019,8,7
632222,2016,10,3
530581,2021,42,17
533103,2023,21,12
530581,2008,11,6
530581,2015,43,27
530581,2003,4,1
632823,2023,2,2
533103,2014,2,2
530581,2014,37,17
530581,2012,6,2
530581,2007,2,2
530581,2006,3,2
540425,2020,1,1
533103,2013,2,2
540328,2016,1,1
632822,2007,2,1
632822,2013,5,2
632626,2019,3,2
533103,2017,3,1
533103,2018,2,2
533103,2008,3,3
513330,2016,3,3
533103,2016,1,1
533301,2015,54,28
533301,2014,8,8
533301,2020,15,6
533301,2018,7,3
533301,2019,17,15
533301,2016,16,8
540327,2023,1,1
632823,2019,6,4
632821,2018,40,18
632821,2019,29,9
632821,2022,15,8
533301,2012,2,2
533324,2022,1,1
540328,2020,2,2
530523,2019,4,4
530523,2013,1,1
533301,2007,5,1
533301,2017,4,4
530523,2023,2,2
632626,2020,3,2
533301,2023,8,1
533301,2021,3,2
530581,2002,4,3
533301,2002,2,2
632821,2002,5,5
533422,2013,7,5
530502,2017,114,28
530502,2018,262,56
530502,2008,40,11
530502,2019,331,100
530502,2013,32,11
530502,2002,8,6
533422,2012,2,2
533422,2014,14,10
530502,2022,58,17
533422,2011,4,2
530502,2015,98,24
632821,2014,30,17
530502,2016,137,34
632821,2017,33,12
632821,2004,13,8
632821,2005,6,6
632821,2012,9,3
632821,2013,32,11
530502,2014,77,16
530502,2020,263,49
530502,2023,197,65
530502,2012,4,2
530502,2006,2,2
533301,2013,4,2
530502,2021,98,24
533323,2002,1,1
530502,2004,1,1
533422,2019,22,13
533422,2022,14,4
533422,2017,10,3
533422,2020,22,18
533422,2021,11,8
533422,2018,10,9
533422,2003,4,4
533422,2016,3,3
530523,2015,1,1
530523,2012,1,1
530502,2007,20,4
620721,2009,1,1
533422,2023,16,11
530502,2010,4,1
533422,2005,5,5
533323,2015,1,1
530523,2022,2,1
533323,2016,2,1
632823,2014,2,2
533301,2003,7,1
533422,2002,4,2
533323,2021,5,2
533323,2020,1,1
533422,2008,6,6
533301,2022,1,1
533422,2007,3,1
632821,2020,15,7
533422,2015,3,3
513330,2019,2,2
620921,2019,1,1
533423,2019,7,4
632821,2007,8,5
632821,2008,2,2
632821,2015,4,3
513331,2017,1,1
533422,2010,1,1
533323,2019,1,1
530521,2018,8,2
530523,2018,1,1
533423,2005,1,1
513335,2020,2,2
632821,2011,4,3
530927,2023,4,3
632821,2010,9,3
632821,2009,3,1
632823,2018,1,1
513330,2010,9,4
513335,2018,2,2
533325,2018,1,1
532929,2022,17,9
513330,2017,1,1
530502,2003,1,1
632823,2013,1,1
533423,2020,6,5
530502,2005,1,1
533423,2022,5,3
532929,2023,7,3
632821,2006,1,1
532929,2018,3,3
532929,2008,1,1
532929,2019,2,1
530521,2020,1,1
513338,2002,2,1
632524,2018,21,11
533423,2016,2,2
533423,2007,1,1
632524,2011,2,1
632524,2013,7,2
632524,2005,2,2
632524,2012,6,2
632524,2006,2,2
632524,2014,24,18
533423,2018,8,6
533423,2023,8,5
533423,2013,9,6
533423,2017,5,2
533423,2002,3,1
533423,2021,4,4
632521,2021,95,34
632524,2010,8,5
532929,2013,1,1
533401,2008,15,11
632521,2018,85,47
533423,2014,1,1
530923,2020,2,2
632521,2020,88,34
533401,2007,8,6
533401,2020,53,16
