unit_id,share,n_species,province,unit_nm,prov_cn,area_km2,cum_cl,frac_pa,rank_in_prov,n_unit_prov
340222,0.00455978953974606,250,Anhui,繁昌县,安徽省,583.742171462985,3,0.0589526202074682,52,105
340422,0.00449279536387681,250,Anhui,寿县,安徽省,2949.76303979241,1,0,53,105
340822,0.00444378151012139,250,Anhui,怀宁县,安徽省,1338.85609650822,0,0,54,105
341182,0.00442081190374781,250,Anhui,明光市,安徽省,2351.42137751126,3,0,55,105
341126,0.00434018918367995,250,Anhui,凤阳县,安徽省,1936.02186752403,3,0,56,105
341122,0.00425291181384533,250,Anhui,来安县,安徽省,1497.84800554539,4,0,57,105
341322,0.00373547695781953,250,Anhui,萧县,安徽省,1856.21422308884,3,0,58,105
340621,0.00368490210717963,250,Anhui,濉溪县,安徽省,1982.3109248488,2,0,59,105
341181,0.00360448022031485,250,Anhui,天长市,安徽省,1756.71216579304,2,0,60,105
340523,0.00341765736273555,250,Anhui,和县,安徽省,1318.27085814633,1,0,61,105
340321,0.00327775130340679,250,Anhui,怀远县,安徽省,2239.36418546227,1,0,62,105
341622,0.00321832256826074,250,Anhui,蒙城县,安徽省,2143.21627205305,1,0,63,105
341602,0.00317450326872759,250,Anhui,谯城区,安徽省,2265.94993807159,0,0,64,105
340421,0.00308245092131553,250,Anhui,凤台县,安徽省,1091.17838216741,2,0,65,105
341221,0.00289126760706654,250,Anhui,临泉县,安徽省,1836.77265417263,0,0,66,105
340208,0.00281510283054073,250,Anhui,三山区,安徽省,335.141425265132,2,0,67,105
340406,0.00279885438413476,250,Anhui,潘集区,安徽省,597.318589308541,3,0,68,105
341225,0.00274472199328817,250,Anhui,阜南县,安徽省,1800.24507825493,0,0,69,105
340522,0.00267030715691613,250,Anhui,含山县,安徽省,1043.13064130309,0,0,70,105
341222,0.00266537611922974,250,Anhui,太和县,安徽省,1867.28382789431,0,0,71,105
340322,0.00261420458803305,250,Anhui,五河县,安徽省,1429.39744694404,1,0,72,105
340402,0.00260273366533688,250,Anhui,大通区,安徽省,304.023040658028,5,0,73,105
341124,0.00257861260005107,250,Anhui,全椒县,安徽省,1568.31652313957,0,0,74,105
340403,0.00257703450051818,250,Anhui,田家庵区,安徽省,251.221003175305,6,0,75,105
341621,0.00249907366366343,250,Anhui,涡阳县,安徽省,2106.54021303018,0,0,76,105
340504,0.00248785956018876,250,Anhui,雨山区,安徽省,174.659167458574,5,0,77,105
341623,0.00248250499334196,250,Anhui,利辛县,安徽省,2007.93247045345,0,0,78,105
340311,0.00237320532328426,250,Anhui,淮上区,安徽省,402.879534187613,4,0,79,105
341323,0.0022509849002019,250,Anhui,灵璧县,安徽省,2127.35779817764,0,0,80,105
340102,0.00219116873999819,250,Anhui,瑶海区,安徽省,221.832536149517,3,0,81,105
340604,0.00217167094624021,250,Anhui,烈山区,安徽省,386.864319995881,4,0,82,105
341324,0.00210254919135768,250,Anhui,泗县,安徽省,1858.74565576443,0,0,83,105
340203,0.00209275924311175,250,Anhui,弋江区,安徽省,168.614995837298,2,0,84,105
341504,0.00203413009992183,250,Anhui,叶集区,安徽省,563.036045902145,0,0,85,105
340711,0.00201084146806955,250,Anhui,郊区,安徽省,269.062002824053,0,0,86,105
340803,0.001988446181844,250,Anhui,大观区,安徽省,192.882978359952,0,0,87,105
340323,0.00192554208312119,250,Anhui,固镇县,安徽省,1361.25516010922,0,0,88,105
341282,0.00190121240931956,250,Anhui,界首市,安徽省,667.754927885289,0,0,89,105
340603,0.00186988183388849,250,Anhui,相山区,安徽省,140.452411194804,8,0,90,105
341321,0.00181306308083682,250,Anhui,砀山县,安徽省,1196.30113200965,0,0,91,105
341202,0.00174216882497223,250,Anhui,颍州区,安徽省,622.92283894633,0,0,92,105
341204,0.00172740760644677,250,Anhui,颍泉区,安徽省,652.045736589445,0,0,93,105
341203,0.00166105308937158,250,Anhui,颍东区,安徽省,683.00442141218,0,0,94,105
340404,0.00157917720823068,250,Anhui,谢家集区,安徽省,270.270465974229,1,0,95,105
340202,0.00156925942619408,250,Anhui,镜湖区,安徽省,115.180476562236,1,0.0404503611022485,96,105
340506,0.00150504706760691,250,Anhui,博望区,安徽省,338.790022209987,0,0,97,105
340304,0.00143738344770354,250,Anhui,禹会区,安徽省,283.091691665992,1,0,98,105
340503,0.00118026858919175,250,Anhui,花山区,安徽省,181.124068577887,0,0,99,105
340302,0.00108126801431344,250,Anhui,龙子湖区,安徽省,146.727481141476,1,0,100,105
341102,0.00104106883650953,250,Anhui,琅琊区,安徽省,225.328416234553,0,0,101,105
340602,0.000891682060735963,250,Anhui,杜集区,安徽省,232.675069040817,0,0,102,105
340303,0.000869637683493366,250,Anhui,蚌山区,安徽省,90.4331475115424,1,0,103,105
340705,0.000798965827485476,250,Anhui,铜官区,安徽省,29.9492376180128,0,0,104,105
340405,0.00065409336481631,250,Anhui,八公山区,安徽省,67.2829175203468,0,0,105,105
110114,0.11781078892522,148,Beijing,昌平区,北京市,1343.64087542283,4488,0,1,16
110105,0.0969880214353527,148,Beijing,朝阳区,北京市,465.189249895765,4975,0,2,16
110108,0.0961476627812043,148,Beijing,海淀区,北京市,428.927576751439,6331,0,3,16
110109,0.0925645463759967,148,Beijing,门头沟区,北京市,1450.08396524875,1726,0.156541694909337,4,16
110119,0.0911195630563343,148,Beijing,延庆区,北京市,1997.32951084964,1989,0.0204097873648772,5,16
110118,0.0731295647785552,148,Beijing,密云区,北京市,2223.95658886712,982,0.000219589886885367,6,16
110116,0.0728549863166691,148,Beijing,怀柔区,北京市,2119.86045162634,1163,0,7,16
110112,0.0726916191432084,148,Beijing,通州区,北京市,904.40221998673,1551,0,8,16
110111,0.0679290731359172,148,Beijing,房山区,北京市,1997.89873874669,865,0.00531710765091953,9,16
110113,0.0625564598127648,148,Beijing,顺义区,北京市,1009.16767093865,1048,0,10,16
110115,0.0489265965378934,148,Beijing,大兴区,北京市,1033.97732662941,494,0,11,16
110106,0.0358701380140728,148,Beijing,丰台区,北京市,305.981206213473,695,0,12,16
110101,0.0235161269361099,148,Beijing,东城区,北京市,41.9329265201364,1853,0,13,16
110117,0.0202441010153211,148,Beijing,平谷区,北京市,947.502728025713,75,0.000497490940328977,14,16
110102,0.018558714643912,148,Beijing,西城区,北京市,50.3558278344066,888,0,15,16
110107,0.00909203709146809,148,Beijing,石景山区,北京市,84.3029469312723,98,0,16,16
500116,0.0830730406987023,278,Chongqing,江津区,重庆市,3217.08669529412,107,0.0608116389383154,1,38
500119,0.0573597630332896,278,Chongqing,南川区,重庆市,2585.86992960671,43,0.161763058893454,2,38
500237,0.0565516620718527,278,Chongqing,巫山县,重庆市,2952.3022356698,44,0.120861711087868,3,38
500112,0.0492447841169024,278,Chongqing,渝北区,重庆市,1457.24888971457,80,0,4,38
500109,0.0429380746987826,278,Chongqing,北碚区,重庆市,749.856035715622,78,0.0880859311848332,5,38
500230,0.0417021019636274,278,Chongqing,丰都县,重庆市,2903.47689912494,31,0,6,38
500233,0.0405421897200119,278,Chongqing,忠县,重庆市,2181.19819015644,29,0.0213258295282201,7,38
500236,0.0399650211811438,278,Chongqing,奉节县,重庆市,4097.9422742598,23,0,8,38
500117,0.0332530066121863,278,Chongqing,合川区,重庆市,2346.6619800086,20,0,9,38
500113,0.0327528452290106,278,Chongqing,巴南区,重庆市,1821.16451559908,25,0,10,38
500108,0.0303732757483715,278,Chongqing,南岸区,重庆市,261.973821342955,95,0.0570602214280806,11,38
500154,0.0302372606985076,278,Chongqing,开州区,重庆市,3962.47433328462,7,0.0623478224345092,12,38
500106,0.030192407797249,278,Chongqing,沙坪坝区,重庆市,397.670574027966,75,0.00138717055353902,13,38
500118,0.0279422143127151,278,Chongqing,永川区,重庆市,1573.9068033359,15,0.00609288281125243,14,38
500102,0.0263907712678818,278,Chongqing,涪陵区,重庆市,2943.65995039148,9,0,15,38
500229,0.0257752843460821,278,Chongqing,城口县,重庆市,3289.76513384445,6,0.256600616384359,16,38
500238,0.0251233336605322,278,Chongqing,巫溪县,重庆市,4018.98601236849,6,0.057768102358911,17,38
500105,0.0249764409404673,278,Chongqing,江北区,重庆市,221.068599987486,91,0,18,38
500107,0.0242202752524336,278,Chongqing,九龙坡区,重庆市,431.631777172888,40,0.0324143707694857,19,38
500235,0.0215722293051159,278,Chongqing,云阳县,重庆市,3637.67356337991,3,0.000134026449289844,20,38
500101,0.0208096233925019,278,Chongqing,万州区,重庆市,3457.5659420267,3,0,21,38
500115,0.0194451502422967,278,Chongqing,长寿区,重庆市,1419.44326274689,9,0,22,38
500242,0.0192148748868033,278,Chongqing,酉阳土家族苗族自治县,重庆市,5167.02725087438,1,0,23,38
500156,0.0191119115946934,278,Chongqing,武隆区,重庆市,2890.91562487531,7,0.000163242247617464,24,38
500111,0.0179035265128123,278,Chongqing,大足区,重庆市,1435.67760707462,7,0,25,38
500240,0.0176615078034652,278,Chongqing,石柱土家族自治县,重庆市,3015.4248977728,3,0,26,38
500120,0.0165446991369476,278,Chongqing,璧山区,重庆市,913.912714813995,8,0.0237230786914423,27,38
500241,0.0146355558704746,278,Chongqing,秀山土家族苗族自治县,重庆市,2452.81303276634,1,7.57165607500535e-06,28,38
500152,0.0143137824647826,278,Chongqing,潼南区,重庆市,1587.29995221147,3,0,29,38
500155,0.0141993117377033,278,Chongqing,梁平区,重庆市,1889.62246018561,2,0,30,38
500153,0.0138390262607964,278,Chongqing,荣昌区,重庆市,1073.85686049197,4,0,31,38
500114,0.0124740209759094,278,Chongqing,黔江区,重庆市,2390.97003580203,1,0.00576824146097444,32,38
500110,0.0121217735323871,278,Chongqing,綦江区,重庆市,2749.53464163281,1,0.000791225628208088,33,38
500231,0.0108428268524852,278,Chongqing,垫江县,重庆市,1515.68541463726,1,0,34,38
500243,0.0108168608769382,278,Chongqing,彭水苗族土家族自治县,重庆市,3894.06200570358,0,0,35,38
500151,0.0100724242564066,278,Chongqing,铜梁区,重庆市,1338.83295984949,1,0,36,38
500103,0.00830954874723264,278,Chongqing,渝中区,重庆市,23.8619276836147,57,0,37,38
500104,0.00349759220049789,278,Chongqing,大渡口区,重庆市,102.246632492875,1,0,38,38
350782,0.0671174779622305,274,Fujian,武夷山市,福建省,2803.3958419902,197,0.0884756805491562,1,84
350429,0.063412895669489,274,Fujian,泰宁县,福建省,1529.67603705599,534,0.00329385905057989,2,84
350421,0.0589421326607957,274,Fujian,明溪县,福建省,1730.49726023564,270,0.127327770879253,3,84
350111,0.0305338647065483,274,Fujian,晋安区,福建省,564.081536361504,437,0,4,84
350427,0.0233176130580531,274,Fujian,沙县,福建省,1798.18849715108,43,0.00796775505985507,5,84
350428,0.0232697332812946,274,Fujian,将乐县,福建省,2238.13070162965,26,0.0688955114613411,6,84
350121,0.0227497099782462,274,Fujian,闽侯县,福建省,2128.01023875028,59,0,7,84
350781,0.021632556345012,274,Fujian,邵武市,福建省,2861.83326209264,19,0.000173123861493885,8,84
350783,0.0208782467178311,274,Fujian,建瓯市,福建省,4195.43587648351,13,0.000448683046662195,9,84
350702,0.0199640253297832,274,Fujian,延平区,福建省,2656.35610314835,18,3.24331148327599e-05,10,84
350627,0.0195944179471893,274,Fujian,南靖县,福建省,1962.39122762261,17,0.196523951138154,11,84
350423,0.0191970273927178,274,Fujian,清流县,福建省,1808.52032057808,33,0,12,84
350802,0.0181954545020457,274,Fujian,新罗区,福建省,2672.63370581298,19,0.0127418521611564,13,84
350525,0.0181502049985847,274,Fujian,永春县,福建省,1457.58883324461,53,0,14,84
350481,0.018071546754448,274,Fujian,永安市,福建省,2933.02733836681,17,0.0348328723766954,15,84
350112,0.0156706151100446,274,Fujian,长乐区,福建省,682.878789705482,59,0.0658902065035104,16,84
350424,0.0150997736989965,274,Fujian,宁化县,福建省,2406.97167553672,12,0.0012104185005008,17,84
350803,0.0144018002456089,274,Fujian,永定区,福建省,2225.38453124258,12,0.000688574884845392,18,84
350923,0.0136926458916924,274,Fujian,屏南县,福建省,1483.7264480918,17,0,19,84
350426,0.0136476948493966,274,Fujian,尤溪县,福建省,3419.48906825833,8,0,20,84
350902,0.0134429331620989,274,Fujian,蕉城区,福建省,1412.39826675111,17,0.0240568695202033,21,84
350703,0.0132349808559111,274,Fujian,建阳区,福建省,3387.14634196794,3,0.0373568273531276,22,84
350213,0.0130498381961391,274,Fujian,翔安区,福建省,358.725973941065,124,0,23,84
350203,0.0128782524173926,274,Fujian,思明区,福建省,75.6027812419979,398,0,24,84
350982,0.0127133145905369,274,Fujian,福鼎市,福建省,1483.76437488038,21,0,25,84
350125,0.0126848749016924,274,Fujian,永泰县,福建省,2230.70247743461,16,0,26,84
350181,0.012602599570931,274,Fujian,福清市,福建省,1645.29392767465,20,0,27,84
350623,0.0125945112332086,274,Fujian,漳浦县,福建省,2013.26096144464,14,0,28,84
350212,0.0123445458095956,274,Fujian,同安区,福建省,650.378275030687,53,0,29,84
350921,0.012057429356141,274,Fujian,霞浦县,福建省,1517.61715885153,14,0,30,84
350122,0.0120209554788938,274,Fujian,连江县,福建省,1139.69553926622,23,0,31,84
350583,0.0119135965726393,274,Fujian,南安市,福建省,2004.34914920159,15,0,32,84
350205,0.0119063720771065,274,Fujian,海沧区,福建省,174.418196984793,141,0,33,84
350823,0.0115734182948868,274,Fujian,上杭县,福建省,2852.64514798999,4,0.0298471443766228,34,84
350681,0.0107829508979708,274,Fujian,龙海市,福建省,1266.02885119874,15,0,35,84
350981,0.0107052553012378,274,Fujian,福安市,福建省,1773.29399130664,9,0.000654924522908221,36,84
350881,0.0105459527719124,274,Fujian,漳平市,福建省,2955.89575953326,5,0,37,84
350825,0.0105136380010477,274,Fujian,连城县,福建省,2579.73149487942,4,0.0438468381020435,38,84
350526,0.0103058763584444,274,Fujian,德化县,福建省,2202.87533012626,7,0.0660927371782651,39,84
350211,0.0102261198791367,274,Fujian,集美区,福建省,253.547340650344,73,0,40,84
350524,0.00983351788104923,274,Fujian,安溪县,福建省,2994.3235517157,5,0,41,84
350123,0.00978603846443392,274,Fujian,罗源县,福建省,1067.21219844719,11,0.0117091987513719,42,84
350628,0.0092912870125817,274,Fujian,平和县,福建省,2311.26559768136,4,0,43,84
350425,0.00885788620930702,274,Fujian,大田县,福建省,2229.94158527168,4,0.0105486656513532,44,84
350206,0.00848392164292162,274,Fujian,湖里区,福建省,67.2234240752807,135,0.0398057998549238,45,84
350824,0.0082153273929738,274,Fujian,武平县,福建省,2636.42952655479,1,0.0657407922209975,46,84
350821,0.00808808335387695,274,Fujian,长汀县,福建省,3103.2220669906,1,0.0327181266328759,47,84
350124,0.00792520921806553,274,Fujian,闽清县,福建省,1492.45185513222,4,0.082343544132064,48,84
350402,0.00759430764897874,274,Fujian,梅列区,福建省,353.354121190532,14,0.000244790139706255,49,84
350582,0.00736113990451464,274,Fujian,晋江市,福建省,668.136941265014,17,0,50,84
350104,0.0071815783643752,274,Fujian,仓山区,福建省,146.471346879322,55,0,51,84
350105,0.00714635058028339,274,Fujian,马尾区,福建省,228.779426079278,33,0,52,84
350622,0.00693242990974033,274,Fujian,云霄县,福建省,1024.40429020165,4,0.00832246065489475,53,84
350723,0.00686144182491087,274,Fujian,光泽县,福建省,2239.31999395823,0,0.0849181595282485,54,84
350725,0.00684468995543323,274,Fujian,政和县,福建省,1745.60830155679,2,0,55,84
350722,0.00672060786313891,274,Fujian,浦城县,福建省,3375.55137840441,0,0.00183578791595277,56,84
350922,0.00638413304475801,274,Fujian,古田县,福建省,2371.628607626,1,0.000597460538488632,57,84
350403,0.00622579260706062,274,Fujian,三元区,福建省,798.795251087124,3,0.011633552664247,58,84
350305,0.00616726545652499,274,Fujian,秀屿区,福建省,559.470316223582,10,0,59,84
350925,0.0061098396369885,274,Fujian,周宁县,福建省,1038.26979481482,3,0,60,84
350303,0.00588894294381846,274,Fujian,涵江区,福建省,751.0278025918,7,0,61,84
350626,0.00551237511441445,274,Fujian,东山县,福建省,221.718871229223,12,0,62,84
350430,0.00531787680325464,274,Fujian,建宁县,福建省,1717.27531843251,0,0.0766691471080766,63,84
350624,0.00528138787675025,274,Fujian,诏安县,福建省,1267.87387327719,1,0,64,84
350721,0.0051985524166041,274,Fujian,顺昌县,福建省,1981.77503841034,0,0,65,84
350302,0.00500282966907018,274,Fujian,城厢区,福建省,480.260474233411,7,0,66,84
350581,0.00488362838707625,274,Fujian,石狮市,福建省,158.321732466178,25,0,67,84
350521,0.00484714130034564,274,Fujian,惠安县,福建省,727.138298325505,4,0,68,84
350322,0.00471847301109018,274,Fujian,仙游县,福建省,1840.80976458927,1,0,69,84
350128,0.00441023963127853,274,Fujian,平潭县,福建省,318.516083126215,6,0.0418935311837535,70,84
350102,0.00409704625207496,274,Fujian,鼓楼区,福建省,35.1879909795256,56,0,71,84
350724,0.00366515458048862,274,Fujian,松溪县,福建省,1041.72730586372,0,0,72,84
350503,0.00364416232847012,274,Fujian,丰泽区,福建省,113.340995784724,16,0,73,84
350625,0.00363481488238496,274,Fujian,长泰县,福建省,898.231833262576,1,0,74,84
350924,0.00361998188053598,274,Fujian,寿宁县,福建省,1429.46463945608,0,0.000373534446019669,75,84
350304,0.00353296880294712,274,Fujian,荔城区,福建省,278.462243955622,5,0.000715309951537527,76,84
350629,0.00342732376143979,274,Fujian,华安县,福建省,1277.65946765318,0,0.00865455989550697,77,84
350602,0.00311060502558259,274,Fujian,芗城区,福建省,250.827263807712,3,0,78,84
350603,0.0025658852728892,274,Fujian,龙文区,福建省,126.925880639328,4,0,79,84
350504,0.00241200176885234,274,Fujian,洛江区,福建省,370.692871597395,1,0,80,84
350926,0.00234833200682153,274,Fujian,柘荣县,福建省,538.764193085662,0,0,81,84
350502,0.00194377348378742,274,Fujian,鲤城区,福建省,51.4501336189895,8,0,82,84
350505,0.00172634659415516,274,Fujian,泉港区,福建省,297.202789960116,0,0,83,84
350103,0.00156245540701879,274,Fujian,台江区,福建省,17.3651377383382,11,0,84,84
623026,0.0603763231697544,242,Gansu,碌曲县,甘肃省,4343.0095679761,80,0.575820060347462,1,87
621222,0.0521396820955262,242,Gansu,文县,甘肃省,5006.37529355828,3,0.40032603001115,2,87
620982,0.0512447366842208,242,Gansu,敦煌市,甘肃省,26717.9150528566,57,0.307200932326787,3,87
623024,0.0486220298464595,242,Gansu,迭部县,甘肃省,4706.97687502023,29,0.425563786067327,4,87
623027,0.0386048446995496,242,Gansu,夏河县,甘肃省,6267.47770104661,243,0.000699763684709941,5,87
623022,0.0369611477961294,242,Gansu,卓尼县,甘肃省,5121.41502376932,21,0.498677715215852,6,87
621225,0.0342044103122158,242,Gansu,西和县,甘肃省,1858.39523129822,36,0,7,87
620503,0.0331698817162284,242,Gansu,麦积区,甘肃省,3484.72396579106,22,8.77834404740664e-06,8,87
620123,0.0315955669044129,242,Gansu,榆中县,甘肃省,3295.08721439344,158,0.0916036846759538,9,87
621202,0.0293537485072355,242,Gansu,武都区,甘肃省,4653.16070677122,2,0.147968877372998,10,87
623021,0.0273485385075437,242,Gansu,临潭县,甘肃省,1521.20326289662,137,0.144169769206091,11,87
620721,0.0260120025716239,242,Gansu,肃南裕固族自治县,甘肃省,20180.4985303045,22,0.522177047629254,12,87
620922,0.0220160811270911,242,Gansu,瓜州县,甘肃省,23573.1604873747,15,0.248000031741047,13,87
623025,0.0197989826812068,242,Gansu,玛曲县,甘肃省,9631.50319914209,10,0.200951637844539,14,87
620121,0.0185558933766099,242,Gansu,永登县,甘肃省,5616.61232322827,31,0.0482524844061591,15,87
620621,0.0169015040572482,242,Gansu,民勤县,甘肃省,15840.5874578282,0,0.761530319611944,16,87
621227,0.0158877593189177,242,Gansu,徽县,甘肃省,2700.19767881787,1,0.052413968497681,17,87
620502,0.015113110185817,242,Gansu,秦州区,甘肃省,2373.11339886064,6,0.0118118728649728,18,87
620923,0.0143323216270583,242,Gansu,肃北蒙古族自治县,甘肃省,55257.6367785926,5,0.244024761299182,19,87
621224,0.0143002464118282,242,Gansu,康县,甘肃省,2958.89984737291,0,0.0225003741178397,20,87
621221,0.0141250586467416,242,Gansu,成县,甘肃省,1678.95821787893,2,0,21,87
620602,0.0122856892296782,242,Gansu,凉州区,甘肃省,4907.97170647598,4,0.484773037438195,22,87
621226,0.0117909373007515,242,Gansu,礼县,甘肃省,4265.87844083529,1,0.0260155358784428,23,87
621223,0.0110929463068073,242,Gansu,宕昌县,甘肃省,3316.25642415112,3,0,24,87
622922,0.0106493771260347,242,Gansu,康乐县,甘肃省,955.118266408702,17,0.201003820888611,25,87
620702,0.0104895017251392,242,Gansu,甘州区,甘肃省,3661.60996414524,22,0.0576132040706789,26,87
621228,0.0102300725298617,242,Gansu,两当县,甘肃省,1407.15312708748,0,0.125223319402092,27,87
620122,0.00956493074089872,242,Gansu,皋兰县,甘肃省,2473.59971581936,14,0,28,87
623023,0.00953851407134336,242,Gansu,舟曲县,甘肃省,3013.78395233178,0,0.0960124495849504,29,87
620622,0.00945129116314753,242,Gansu,古浪县,甘肃省,5045.39036130021,0,0.708115961598011,30,87
620924,0.00917511357123214,242,Gansu,阿克塞哈萨克族自治县,甘肃省,29199.2269077356,7,0.135240739019829,31,87
622925,0.00871061699651879,242,Gansu,和政县,甘肃省,1024.52315035154,4,0.413756295674242,32,87
620623,0.00855743590554035,242,Gansu,天祝藏族自治县,甘肃省,6789.82894648102,3,0.431543011906473,33,87
623001,0.00837679823408119,242,Gansu,合作市,甘肃省,2090.24145906571,16,0.0227510697931891,34,87
620102,0.00831481476436874,242,Gansu,城关区,甘肃省,208.378040133173,113,0,35,87
621102,0.00830934663177992,242,Gansu,安定区,甘肃省,3646.06863943073,6,0,36,87
621022,0.00817837352326878,242,Gansu,环县,甘肃省,9213.36323312939,1,0,37,87
620423,0.0074523342667619,242,Gansu,景泰县,甘肃省,5484.27187287624,1,0.257214948837527,38,87
621124,0.00741372551239017,242,Gansu,临洮县,甘肃省,2855.56279348762,4,0.00171904580890075,39,87
620725,0.00724385326164032,242,Gansu,山丹县,甘肃省,5433.37727273482,4,0.261350226926856,40,87
622923,0.0071501549789295,242,Gansu,永靖县,甘肃省,1901.64586519234,6,0.0078712187635108,41,87
620802,0.00699054141168281,242,Gansu,崆峒区,甘肃省,1931.61210683319,2,0.0924570916514924,42,87
620724,0.0062923884400124,242,Gansu,高台县,甘肃省,4345.50737184564,8,0.0732978842980085,43,87
621021,0.00599863183083399,242,Gansu,庆城县,甘肃省,2690.0253657565,1,0,44,87
622921,0.0057811716864509,242,Gansu,临夏县,甘肃省,1171.43501732885,4,0.182593307001051,45,87
620821,0.00573967873887028,242,Gansu,泾川县,甘肃省,1459.0856801411,1,0,46,87
620981,0.00571190430697508,242,Gansu,玉门市,甘肃省,13309.3761763942,2,0.000500608376996078,47,87
620521,0.0055956444422155,242,Gansu,清水县,甘肃省,1982.67955080044,0,0,48,87
