spec,label,term,estimate,se,z,p,HR,HR_lo,HR_hi,note
S4M_exposure_moderates,S4M warming x heat-exposure moderation,(Intercept),-6.02474609479727,0.0953892773968579,-63.1595736880562,0,0.00241816547421909,0.00200580645229801,0.00291529835992195,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z,0.290187095261579,0.0605386545691917,4.79341830978279,1.63963241912242e-06,1.33667755066796,1.18712133739855,1.50507519170289,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,effort_z,0.335769113613116,0.060876115108648,5.51561335696036,3.47565628542669e-08,1.39901597377494,1.24166339467661,1.57630941144658,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,exposure_z,-0.108127400616158,0.0603349380956941,-1.792119193769,0.0731138749472288,0.897513245405919,0.797411932981865,1.01018055080621,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_var_z,0.0072055417370889,0.0470662103948968,0.153093730653747,0.878324359811826,1.00723156411719,0.918471658916562,1.10456911098453,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z:effort_z,-0.182518154946666,0.0536103972323931,-3.40452905348709,0.000662782493927458,0.833169517642866,0.750065657070951,0.925480907684834,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z:exposure_z,-0.0890800206636762,0.0408850166986464,-2.1787937943199,0.0293469901734463,0.914772369953434,0.844327646138922,0.991094503013036,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,(Intercept),-5.97347852422745,0.108561553742178,-55.0238856972685,0,0.00254537186375921,0.00205750916793371,0.00314891327134334,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z,-0.081635269441715,0.0495823438264243,-1.64645845963838,0.0996694057774915,0.921608036017285,0.83625920231137,1.01566759409529,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,effort_z,0.324444676958078,0.0610009819604246,5.31867957746265,1.04523024504867e-07,1.38326227523905,1.2273811489289,1.55894077709217,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z2,-0.0360437255749109,0.0377517106598336,-0.954757412178943,0.339700388791202,0.964598114953855,0.895800919754838,1.03867891051862,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_var_z,0.00765726075227099,0.0432824174027381,0.176913888173598,0.859576029510659,1.0076866525457,0.92572665457471,1.09690304875715,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z:effort_z,-0.0917517478021455,0.0433528190522895,-2.11639634533293,0.0343111126475758,0.9123316097616,0.838011652768861,0.993242711387176,
