grid_id,province,centroid_lon,centroid_lat,warming_rate,frac_pa_all,frac_pa_national,n_cl_recent,elev
2320,Inner Mongolia,104.990965209551,38.9548843928497,0.427854643680637,1,0,0,1333
2087,Inner Mongolia,104.414222599058,37.6264567450979,0.427832684619945,1,0,0,1662
1416,Shaanxi,106.63612196796,33.6337359721344,0.427228830837377,0.142602642716588,0.141595867968849,0,1995
2049,Xinjiang,82.8659134922361,35.6959516804952,0.42149758218024,0.117194427260784,0.117194427260784,0,5231
1423,Shaanxi,110.468381172021,33.5227321222519,0.413779106518752,0.150696136341314,0.150696136341314,0,841
1501,Shaanxi,110.498683770243,33.9651930782213,0.413779106518752,0.595786116926697,0.595786116926697,0,891
2904,Xinjiang,85.5226893209746,41.1023926853766,0.412670189962217,0.391264820961671,0.391264820961671,0,901
1608,Tibet,84.1208958705365,33.1959411924722,0.411813802464154,1,1,0,4546
3509,Xinjiang,89.1442275071653,47.002111216727,0.411583221136712,0.131599744732293,0,0,796
3542,Xinjiang,89.0389893300998,47.4464897936566,0.411583221136712,0.95769238206096,0,0,904
3543,Xinjiang,89.6929009145429,47.5171546979009,0.411484420509763,1,0,0,2062
3576,Xinjiang,89.5904934816231,47.9628431788976,0.411484420509763,0.45412464861005,0,0,2592
1951,Shanxi,111.256003345029,36.590046604579,0.410660978969469,0.0800633642333546,0.0800633642333545,0,1374
1683,Tibet,84.0064695695572,33.6294159565002,0.410617035037732,1,1,0,5194
3665,Xinjiang,87.2661286889032,49.0762900970664,0.410133950650319,0.443164478955303,0.443164478955303,0,2549
1335,Gansu,105.536829624474,33.2001651605552,0.407740468512706,0.118542713088088,0,0,1692
3156,Xinjiang,85.0398395242835,42.8430342258641,0.407707515288411,0.0713463656109435,0.0713463656109435,0,3536
1757,Tibet,84.4301233442069,34.1548852137921,0.407630649236999,1,1,0,5235
1801,Shaanxi,108.935876460386,35.797174491998,0.407070715805752,0.0548871148225766,0.0548871148225766,0,1422
2852,Inner Mongolia,106.215511051631,42.0510075904312,0.404238027581421,0.117797776593918,0.117797776593918,0,899
2463,Inner Mongolia,103.802574880027,39.8346981187569,0.403162078071364,0.251815375893706,0,0,1425
2903,Xinjiang,84.9305161910762,41.0146859547708,0.402689938429786,0.708719709517087,0.708719709517087,0,917
2978,Xinjiang,84.8085716851154,41.4489935498828,0.402689938429786,0.0513404895106745,0.0513404895106745,0,917
3148,Xinjiang,80.2371615339544,42.0491193465141,0.40137242967141,0.36307587057206,0.36307587057206,0,5478
3149,Xinjiang,80.8315441585218,42.1574199944126,0.401032064792274,0.154582381110898,0.154582381110898,0,3754
2241,Inner Mongolia,104.407334964138,38.5111128180255,0.400988137810852,1,0,0,1332
2319,Inner Mongolia,104.403830049038,38.953535743034,0.400988137810852,1,0,0,1351
2853,Inner Mongolia,106.827863607209,42.0442038444295,0.400900311402397,0.234340625890443,0.234340625890443,0,1028
1756,Tibet,83.8908012062377,34.062583056324,0.400043933782817,1,1,0,5181
1829,Tibet,83.7738707661002,34.4954629656496,0.400043933782817,1,1,0,5011
3096,Xinjiang,80.9785060297705,41.7265830176364,0.398869140620098,0.154679742805877,0.154679742805877,0,1788
2516,Xinjiang,91.9166240378875,39.6396611389931,0.396234078813781,0.420313047369453,0.420313047369453,0,1474
2515,Xinjiang,91.3296644991678,39.5801984198085,0.395959598124747,0.224283580558738,0.224283580558738,0,1490
2253,Shanxi,111.402721440437,38.3557068702192,0.395355737091197,0.102435386463876,0,0,1785
2514,Xinjiang,90.7436651053241,39.5181482678046,0.395026333698799,0.351637388132447,0.351637388132447,0,1386
2871,Hebei,117.781947484177,41.4561794406911,0.394861673778369,0.0876175565584285,0.0876175565584285,0,807
2128,Xinjiang,84.4017675996142,36.4116066730307,0.394104099593203,0.173162338497933,0,0,4877
2240,Inner Mongolia,103.823692568431,38.5071716288736,0.393489220598856,1,0,0,1364
2318,Gansu,103.816736586598,38.9495704720741,0.393489220598856,0.922618174129484,0.403971313922858,0,1317
1684,Tibet,84.5430086154008,33.7212589040279,0.393434361325226,1,1,0,4786
1609,Tibet,84.654678945683,33.2873344001372,0.393050075832183,1,1,0,5187
1607,Tibet,83.5883351902908,33.1022090938587,0.392885386412918,1,1,0,5274
1458,Tibet,86.9991731654704,32.7572573005562,0.390810287270006,1,1,0,4934
1758,Tibet,84.9706799923317,34.2448221923684,0.388405828822206,1,1,0,4995
1457,Tibet,86.4663485959015,32.6760835916462,0.388339939050713,0.976024081795653,0.976024081795653,0,4779
2462,Inner Mongolia,103.208541145914,39.8280340018137,0.384058003306886,0.212968622573097,0,0,1641
1531,Tibet,84.2340997093154,32.7621384853623,0.383278430678804,0.463070778139857,0.463070778139857,0,4668
2211,Xinjiang,87.0933507226471,37.2718948274984,0.382883194133764,0.839895543050473,0.520512895976015,0,4578
1682,Tibet,83.4711725170064,33.5352247361593,0.382476942899212,1,1,0,5175
1755,Tibet,83.3527410742375,33.9679230659126,0.382476942899212,1,1,0,4919
1455,Tibet,85.4039607048599,32.5067031634843,0.380412833685801,0.295250437930279,0.295250437930279,0,5084
1533,Tibet,85.2973842348813,32.9417074827048,0.380412833685801,1,1,0,5024
1187,Shaanxi,109.303413881253,32.2372125041961,0.380226185160853,0.067492520568589,0.067492520568589,0,1091
1345,Hubei,110.981832060446,33.0545573322168,0.379688197479378,0.081321550350728,0.0726101496625642,0,362
1901,Tibet,83.1119899327639,34.8324490488274,0.379413719848944,1,1,0,5096
1422,Shaanxi,109.921646900478,33.5459145463873,0.378700055945198,0.11023676300189,0.11023676300189,0,1007
1606,Tibet,83.0570232523546,33.0061451965785,0.378315770718014,1,1,0,4557
2453,Gansu,97.8730828892012,39.6490743127246,0.378096183214695,0.112713441954158,0.112713441954158,0,2726
2678,Gansu,95.9404245496234,40.8652535225361,0.378063236688397,0.690310520529706,0.690310520529706,0,1534
2758,Gansu,95.2819050199315,41.2647116888829,0.377876591835568,0.806520483577548,0.806520483577548,0,1803
3138,Inner Mongolia,122.394032315143,42.7414421343757,0.377700926576482,0.0816846846299281,0.0314530602556947,0,247
1502,Henan,111.04809981013,33.9394435738655,0.377162953246454,0.22831188183068,0.0157439481481049,0,965
1424,Shaanxi,111.014783638303,33.4971125778081,0.37700923983307,0.156230677364654,0.088949174646845,0,494
1412,Gansu,104.443334332922,33.6433738046034,0.37674573063196,0.0653149802524819,0,0,1993
1977,Tibet,84.6331132973073,35.5455260539046,0.376284596081177,0.329380836002189,0.232423869363569,0,4940
2052,Xinjiang,84.5180844032436,35.9786573880806,0.376284596081177,0.373940997236702,0,0,5114
1411,Sichuan,103.895138713169,33.6396653532836,0.375735620018725,0.273627008042202,0,0,3051
2210,Xinjiang,86.5290350023085,37.191315942004,0.375285457654459,0.36855832881851,0,0,4278
2450,Gansu,96.1022049540051,39.5420145275183,0.374198525092046,0.70187233384603,0.70187233384603,0,3480
1759,Tibet,85.512443236032,34.3323867739666,0.372694329670714,1,1,0,5287
2129,Xinjiang,84.9580738443516,36.5015127010517,0.37251866542189,0.674371991266873,0,0,4769
2053,Xinjiang,85.071422920083,36.0680752128961,0.372156353537313,1,0,0,5082
1973,Tibet,82.4444677222284,35.1658119964414,0.371837948812569,1,1,0,5418
2836,Xinjiang,93.4060983163392,41.563140600518,0.371728142738984,0.689409341165821,0.689409341165821,0,1219
1530,Tibet,83.7042490530081,32.668856061188,0.371662293975951,0.425252825887386,0.425252825887386,0,4822
2290,Xinjiang,87.5583748347652,37.7855281170938,0.370674139112038,0.178328499827114,0.178328499827114,0,4064
1610,Tibet,85.1896576645767,33.3763817422388,0.3702569167225,1,1,0,5300
1754,Tibet,82.8159700189818,33.870912711453,0.369861667218291,1,1,0,5200
1974,Tibet,82.9896281713576,35.2643178534612,0.368522189120726,0.792315146372594,0.792315146372594,0,4900
3347,Jilin,130.808763219983,43.2307614710555,0.368423352284675,0.222879733254133,0.216137543541618,0,781
1529,Tibet,83.1756275914023,32.5732508632739,0.367424251420074,0.382910478593609,0.382910478593609,0,4558
1833,Tibet,85.9498154190946,34.8522669654833,0.367347391762353,1,1,0,5029
1605,Tibet,82.5269859946426,32.9077567059122,0.366007905870637,1,1,0,4801
2239,Gansu,103.240131468831,38.5006301286496,0.365942012454838,0.959337933012736,0.540892445612792,0,1401
2317,Gansu,103.229725870851,38.9429890119237,0.365942012454838,0.89721520104824,0.721850495756705,0,1332
3333,Jilin,122.211592909229,44.5729663645432,0.36584321137143,0.225859968537716,0.225859968537716,0,169
1830,Tibet,84.3160034930538,34.5882340096388,0.365502875537126,1,1,0,5030
3387,Heilongjiang,130.969784610623,43.6608044394964,0.36432806929908,0.298107690958909,0.0272968189452378,0,625
1680,Tibet,82.4044107963913,33.3398267049754,0.36350462853673,1,1,0,5013
1832,Tibet,85.4040043383867,34.7666433501758,0.362911728475378,1,1,0,5305
1685,Tibet,85.0807625341363,33.8107464209198,0.361791844028599,1,1,0,5327
2595,Gansu,93.02184179652,40.190385546518,0.361045254203812,0.988347830569162,0.988347830569162,0,869
2456,Gansu,99.6485148504755,39.7324830786889,0.359639881294078,0.100333887689572,0.100333887689572,0,1412
1681,Tibet,82.9371441639188,33.4386925211192,0.359617931292207,1,1,0,4785
1975,Xinjiang,83.5361414605688,35.3604441754554,0.359178754868748,0.200334112729037,0.200334112729037,0,5001
1604,Tibet,81.9982489401391,32.8070509354317,0.359057977856135,0.469226815655122,0.469226815655122,0,4854
2291,Xinjiang,88.1281552183989,37.8615844380536,0.358443154337038,0.454945176510131,0.454945176510131,0,4186
1902,Tibet,83.6556578095176,34.9280763685324,0.358080820160434,1,1,0,5210
3375,Jilin,123.576818696601,44.8521324974032,0.357992972785973,0.133797113198113,0.0451092774742401,0,145
2759,Gansu,95.8851861387267,41.3067059183175,0.357015791293896,0.216238679136911,0.216238679136911,0,2016
2451,Gansu,96.691923027195,39.5803228586987,0.356280201798993,0.796302029930864,0.796302029930864,0,3548
1826,Tibet,82.1552765707349,34.2029751706531,0.355873969720156,1,1,0,5570
1528,Tibet,82.6482609196675,32.4753299133764,0.354545456468143,0.292392478719345,0.292392478719345,0,4617
2518,Gansu,93.0932680950273,39.7507985157285,0.354150194990488,0.840042225112929,0.840042225112929,0,1810
1224,Tibet,87.8135194915199,31.5242986880729,0.353271856674983,0.520894298096854,0.520894298096854,0,4686
1302,Tibet,87.7210250872318,31.9619104898086,0.353271856674983,0.0592308939174312,0.0592308939174312,0,4580
