level,province,model,n_event,rank_pct,top1,top3,top10pct
county,Guizhou,条件 logit (M3),23,0.24802371541502,0.0434782608695652,0.173913043478261,0.434782608695652
county,Guizhou,随机森林(默认),23,0.327569169960474,0,0.130434782608696,0.260869565217391
county,Guizhou,随机森林(类平衡),23,0.24802371541502,0,0.173913043478261,0.434782608695652
county,Shanghai,条件 logit (M3),13,0.211538461538462,0.461538461538462,0.769230769230769,0.769230769230769
county,Shanghai,随机森林(默认),13,0.302884615384615,0.384615384615385,0.538461538461538,0.538461538461538
county,Shanghai,随机森林(类平衡),13,0.269230769230769,0.307692307692308,0.692307692307692,0.692307692307692
county,Zhejiang,条件 logit (M3),23,0.182312252964427,0.130434782608696,0.217391304347826,0.478260869565217
county,Zhejiang,随机森林(默认),23,0.248517786561265,0.0434782608695652,0.130434782608696,0.434782608695652
county,Zhejiang,随机森林(类平衡),23,0.248517786561265,0.130434782608696,0.130434782608696,0.304347826086957
county,Hubei,条件 logit (M3),22,0.247131509267432,0.0909090909090909,0.318181818181818,0.5
county,Hubei,随机森林(默认),22,0.362312444836717,0.227272727272727,0.318181818181818,0.409090909090909
county,Hubei,随机森林(类平衡),22,0.287731685789938,0.227272727272727,0.409090909090909,0.545454545454545
county,Shaanxi,条件 logit (M3),42,0.242545616377392,0.119047619047619,0.261904761904762,0.452380952380952
county,Shaanxi,随机森林(默认),42,0.348909657320872,0.0476190476190476,0.0952380952380952,0.238095238095238
county,Shaanxi,随机森林(类平衡),42,0.32109479305741,0.0952380952380952,0.166666666666667,0.30952380952381
county,Shanxi,条件 logit (M3),7,0.0964590964590965,0,0,0.571428571428571
county,Shanxi,随机森林(默认),7,0.172161172161172,0,0,0.428571428571429
county,Shanxi,随机森林(类平衡),7,0.214896214896215,0.142857142857143,0.142857142857143,0.285714285714286
county,Hunan,条件 logit (M3),46,0.253029223093371,0.0217391304347826,0.195652173913043,0.456521739130435
county,Hunan,随机森林(默认),46,0.234141126158232,0.0869565217391304,0.173913043478261,0.369565217391304
county,Hunan,随机森林(类平衡),46,0.209194583036351,0.0652173913043478,0.239130434782609,0.456521739130435
county,Fujian,条件 logit (M3),5,0.404761904761905,0.2,0.2,0.2
county,Fujian,随机森林(默认),5,0.60952380952381,0,0,0
county,Fujian,随机森林(类平衡),5,0.464285714285714,0.2,0.2,0.4
county,Sichuan,条件 logit (M3),15,0.292531876138434,0.0666666666666667,0.133333333333333,0.333333333333333
county,Sichuan,随机森林(默认),15,0.22695810564663,0.133333333333333,0.133333333333333,0.333333333333333
county,Sichuan,随机森林(类平衡),15,0.255009107468124,0.0666666666666667,0.133333333333333,0.266666666666667
county,Qinghai,条件 logit (M3),23,0.490821256038647,0.0434782608695652,0.130434782608696,0.260869565217391
county,Qinghai,随机森林(默认),23,0.369082125603865,0,0.0869565217391304,0.260869565217391
county,Qinghai,随机森林(类平衡),23,0.353623188405797,0.0869565217391304,0.0869565217391304,0.130434782608696
county,Hainan,条件 logit (M3),10,0.558333333333333,0.1,0.2,0.2
county,Hainan,随机森林(默认),10,0.4,0.2,0.3,0.3
county,Hainan,随机森林(类平衡),10,0.375,0.2,0.3,0.3
county,Guangxi,条件 logit (M3),17,0.242713301536831,0,0.176470588235294,0.529411764705882
county,Guangxi,随机森林(默认),17,0.354531001589825,0,0.117647058823529,0.294117647058824
county,Guangxi,随机森林(类平衡),17,0.269740328563858,0.117647058823529,0.117647058823529,0.352941176470588
county,Guangdong,条件 logit (M3),6,0.106442577030812,0,0.166666666666667,0.666666666666667
county,Guangdong,随机森林(默认),6,0.208683473389356,0,0,0.166666666666667
county,Guangdong,随机森林(类平衡),6,0.203081232492997,0,0,0.166666666666667
county,Yunnan,条件 logit (M3),20,0.333720930232558,0.05,0.1,0.3
county,Yunnan,随机森林(默认),20,0.367054263565892,0,0.05,0.15
county,Yunnan,随机森林(类平衡),20,0.41937984496124,0.05,0.05,0.15
