event_id,case_in,ctrl_in,n_ctrl,informative
Certhia himalayana|Qinghai|2013,0,43,200,TRUE
Certhia tianquanensis|Shaanxi|2004,0,65,200,TRUE
Ceryle rudis|Beijing|2005,0,10,200,TRUE
Ceryle rudis|Liaoning|2022,0,9,200,TRUE
Ceryle rudis|Shaanxi|2019,0,12,200,TRUE
Cettia brunnifrons|Shaanxi|2018,1,8,200,TRUE
Cettia castaneocoronata|Hubei|2020,1,24,200,TRUE
Chalcophaps indica|Anhui|2023,0,12,200,TRUE
Chalcophaps indica|Hunan|2017,0,45,200,TRUE
Chalcophaps indica|Jiangxi|2004,0,29,200,TRUE
Chalcophaps indica|Zhejiang|2018,0,23,200,TRUE
Charadrius placidus|Hainan|2004,0,0,200,FALSE
Charadrius veredus|Jilin|2006,0,0,200,FALSE
Charadrius veredus|Xinjiang|2010,0,14,200,TRUE
Charadrius veredus|Yunnan|2016,0,45,200,TRUE
Chlidonias leucopterus|Yunnan|2006,1,69,200,TRUE
Chlidonias niger|Gansu|2021,1,62,200,TRUE
Chlidonias niger|Hubei|2020,0,24,200,TRUE
Chloris ambigua|Guangxi|2004,0,0,200,FALSE
Chrysolophus pictus|Shanxi|2006,0,0,0,FALSE
Ciconia boyciana|Gansu|2023,0,39,200,TRUE
Ciconia boyciana|Ningxia|2017,0,56,200,TRUE
Ciconia nigra|Tibet|2020,0,75,200,TRUE
Circaetus gallicus|Guangxi|2015,0,29,200,TRUE
Circaetus gallicus|Hunan|2022,1,39,200,TRUE
Circus macrourus|Zhejiang|2021,0,9,200,TRUE
Circus spilonotus|Xinjiang|2015,0,20,200,TRUE
Cisticola exilis|Hainan|2007,0,96,200,TRUE
Cisticola juncidis|Liaoning|2006,1,200,200,FALSE
Clamator coromandus|Heilongjiang|2012,0,0,200,FALSE
Clamator coromandus|Liaoning|2015,1,1,200,TRUE
Clanga clanga|Gansu|2014,0,138,200,TRUE
Columba oenas|Gansu|2021,0,54,200,TRUE
Columba oenas|Inner Mongolia|2014,1,15,200,TRUE
Copsychus saularis|Guangxi|2005,0,167,200,TRUE
Coracias garrulus|Qinghai|2021,0,18,200,TRUE
Coturnicops exquisitus|Yunnan|2003,0,53,200,TRUE
Crex crex|Yunnan|2011,0,36,200,TRUE
Crossoptilon mantchuricum|Henan|2022,1,7,200,TRUE
Curruca curruca|Hainan|2021,0,89,200,TRUE
Cyanistes cyanus|Jilin|2019,0,67,200,TRUE
Cyanoderma pyrrhops|Tibet|2010,1,40,200,TRUE
Cygnus cygnus|Guangxi|2016,0,20,200,TRUE
Cygnus olor|Jilin|2009,1,74,200,TRUE
Cygnus olor|Shaanxi|2015,0,25,200,TRUE
Cyornis glaucicomans|Henan|2019,1,125,200,TRUE
Cyornis glaucicomans|Jiangsu|2023,0,2,200,TRUE
Cyornis glaucicomans|Shanxi|2019,1,0,200,TRUE
Cyornis hainanus|Sichuan|2023,0,47,200,TRUE
Cyornis rubeculoides|Hunan|2009,0,69,200,TRUE
Delichon dasypus|Henan|2016,0,160,200,TRUE
Dendrocitta formosae|Shanghai|2012,0,0,200,FALSE
Dendrocopos hyperythrus|Qinghai|2013,0,37,200,TRUE
Dendrocygna javanica|Guizhou|2020,0,10,200,TRUE
Dicaeum cruentatum|Jiangxi|2008,0,118,200,TRUE
Dicaeum ignipectus|Henan|2013,0,103,200,TRUE
Dicaeum minullum|Jiangxi|2003,0,91,200,TRUE
Dicrurus annectens|Tibet|2014,1,25,200,TRUE
Dicrurus hottentottus|Heilongjiang|2009,0,22,200,TRUE
Dicrurus hottentottus|Qinghai|2013,0,33,200,TRUE
Dicrurus remifer|Tibet|2019,1,56,200,TRUE
Egretta eulophotes|Tianjin|2004,0,0,0,FALSE
Egretta garzetta|Tibet|2013,0,23,200,TRUE
Elachura formosa|Hubei|2017,0,3,200,TRUE
Elachura formosa|Tibet|2019,1,58,200,TRUE
Elanus caeruleus|Beijing|2013,0,4,200,TRUE
Elanus caeruleus|Gansu|2022,0,74,200,TRUE
Elanus caeruleus|Henan|2013,0,105,200,TRUE
Elanus caeruleus|Inner Mongolia|2022,0,41,200,TRUE
Elanus caeruleus|Liaoning|2019,1,18,200,TRUE
Elanus caeruleus|Shaanxi|2016,0,56,200,TRUE
Elanus caeruleus|Sichuan|2015,0,63,200,TRUE
Elanus caeruleus|Tianjin|2004,0,0,0,FALSE
Emberiza buchanani|Qinghai|2014,1,14,200,TRUE
Emberiza citrinella|Qinghai|2014,1,23,200,TRUE
Emberiza elegans|Heilongjiang|2021,0,46,200,TRUE
Emberiza elegans|Qinghai|2014,1,16,200,TRUE
Emberiza elegans|Tibet|2023,0,88,200,TRUE
Emberiza godlewskii|Heilongjiang|2015,0,12,200,TRUE
Emberiza godlewskii|Hunan|2009,1,66,200,TRUE
Emberiza hortulana|Inner Mongolia|2010,0,77,200,TRUE
Emberiza leucocephalos|Anhui|2012,0,0,200,FALSE
Emberiza pallasi|Guizhou|2014,1,141,200,TRUE
Emberiza pusilla|Tibet|2013,0,19,200,TRUE
Emberiza rustica|Guizhou|2023,0,48,200,TRUE
Emberiza siemsseni|Jiangsu|2023,0,1,200,TRUE
Emberiza siemsseni|Jiangxi|2011,0,52,200,TRUE
Emberiza siemsseni|Qinghai|2014,0,21,200,TRUE
Emberiza yessoensis|Anhui|2016,0,14,200,TRUE
Emberiza yessoensis|Hubei|2014,0,10,200,TRUE
Emberiza yessoensis|Hunan|2014,0,27,200,TRUE
Enicurus leschenaulti|Inner Mongolia|2014,0,13,200,TRUE
Enicurus maculatus|Guizhou|2020,0,5,200,TRUE
Enicurus maculatus|Zhejiang|2018,1,24,200,TRUE
Enicurus schistaceus|Anhui|2020,0,2,200,TRUE
Erpornis zantholeuca|Tibet|2019,1,55,200,TRUE
Eudynamys scolopaceus|Liaoning|2017,0,17,200,TRUE
Eudynamys scolopaceus|Qinghai|2023,0,21,200,TRUE
Eudynamys scolopaceus|Shanxi|2019,1,0,200,TRUE
Eudynamys scolopaceus|Tibet|2015,0,28,200,TRUE
Eumyias thalassinus|Gansu|2019,1,12,200,TRUE
Eumyias thalassinus|Hainan|2018,0,102,200,TRUE
Eumyias thalassinus|Inner Mongolia|2019,0,20,200,TRUE
Eumyias thalassinus|Jiangsu|2016,0,32,200,TRUE
Eumyias thalassinus|Qinghai|2017,1,29,200,TRUE
Eumyias thalassinus|Tianjin|2018,0,0,200,FALSE
Falco cherrug|Yunnan|2016,0,58,200,TRUE
Falco severus|Tibet|2013,1,13,200,TRUE
Ficedula albicilla|Tibet|2016,1,35,200,TRUE
Ficedula elisae|Hunan|2019,0,46,200,TRUE
Ficedula elisae|Jiangxi|2010,1,77,200,TRUE
Ficedula elisae|Shanghai|2013,0,0,200,FALSE
Ficedula erithacus|Guizhou|2021,0,32,200,TRUE
Ficedula erithacus|Hebei|2015,1,0,200,TRUE
Ficedula hyperythra|Chongqing|2007,0,0,200,FALSE
Ficedula hyperythra|Hunan|2017,1,52,200,TRUE
Ficedula hyperythra|Shaanxi|2006,0,60,200,TRUE
Ficedula mugimaki|Guizhou|2017,0,52,200,TRUE
Ficedula strophiata|Beijing|2015,0,4,200,TRUE
Ficedula superciliaris|Hubei|2019,0,6,200,TRUE
Ficedula tricolor|Hunan|2012,1,139,200,TRUE
Ficedula tricolor|Inner Mongolia|2007,0,25,200,TRUE
Ficedula tricolor|Qinghai|2017,1,24,200,TRUE
Fringilla coelebs|Gansu|2020,0,50,200,TRUE
Fringilla coelebs|Hubei|2021,0,10,200,TRUE
Fringilla coelebs|Hunan|2017,0,43,200,TRUE
Fringilla coelebs|Jiangsu|2023,0,6,200,TRUE
Fringilla coelebs|Qinghai|2015,0,65,200,TRUE
Fringilla coelebs|Yunnan|2016,1,51,200,TRUE
Fringilla montifringilla|Ningxia|2010,0,0,0,FALSE
Galerida cristata|Heilongjiang|2006,0,0,200,FALSE
Gallicrex cinerea|Gansu|2017,0,54,200,TRUE
Garrulax monileger|Hubei|2015,0,5,200,TRUE
Garrulax monileger|Jiangsu|2007,0,16,200,TRUE
Garrulax monileger|Shaanxi|2020,0,18,200,TRUE
Gavia arctica|Liaoning|2022,0,8,200,TRUE
Gavia arctica|Shaanxi|2017,0,15,200,TRUE
Gavia arctica|Yunnan|2021,0,52,200,TRUE
Gelochelidon nilotica|Hubei|2018,0,8,200,TRUE
Gelochelidon nilotica|Hunan|2020,0,75,200,TRUE
Geokichla citrina|Chongqing|2008,0,0,200,FALSE
Geokichla citrina|Jiangxi|2017,0,31,200,TRUE
Glaucidium cuculoides|Beijing|2006,0,1,200,TRUE
Gorsachius melanolophus|Jiangsu|2019,0,13,200,TRUE
Gorsachius melanolophus|Shandong|2018,0,14,200,TRUE
Gracupica nigricollis|Anhui|2007,0,0,0,FALSE
Gracupica nigricollis|Chongqing|2006,0,0,200,FALSE
Gracupica nigricollis|Hainan|2005,0,0,200,FALSE
Gracupica nigricollis|Shandong|2021,0,38,200,TRUE
Grandala coelicolor|Chongqing|2007,0,0,200,FALSE
Grus japonensis|Sichuan|2023,0,55,200,TRUE
Grus monacha|Ningxia|2021,0,62,200,TRUE
Grus nigricollis|Inner Mongolia|2023,0,31,200,TRUE
Gypaetus barbatus|Chongqing|2007,0,0,200,FALSE
Gypaetus barbatus|Shaanxi|2023,0,23,200,TRUE
Gyps himalayensis|Guangxi|2013,0,28,200,TRUE
Gyps himalayensis|Liaoning|2002,0,0,200,FALSE
Halcyon coromanda|Shandong|2007,0,0,200,FALSE
Halcyon pileata|Tibet|2017,0,21,200,TRUE
Halcyon smyrnensis|Jiangsu|2006,0,0,200,FALSE
Halcyon smyrnensis|Shandong|2022,0,38,200,TRUE
Halcyon smyrnensis|Shanghai|2009,0,0,200,FALSE
Halcyon smyrnensis|Tibet|2013,1,15,200,TRUE
Haliaeetus leucoryphus|Yunnan|2009,0,69,200,TRUE
Harpactes wardi|Tibet|2019,0,73,200,TRUE
Helopsaltes certhiola|Tibet|2023,1,76,200,TRUE
Helopsaltes pryeri|Shanghai|2004,0,0,200,FALSE
Hemiprocne coronata|Inner Mongolia|2011,0,51,200,TRUE
Hemitesia pallidipes|Hunan|2023,0,34,200,TRUE
Hemixos castanonotus|Anhui|2007,0,0,0,FALSE
Hemixos castanonotus|Shandong|2020,0,18,200,TRUE
Heterophasia desgodinsi|Hubei|2011,0,0,200,FALSE
Heterophasia desgodinsi|Shaanxi|2011,0,51,200,TRUE
Heteroxenicus stellatus|Sichuan|2015,1,56,200,TRUE
Hieraaetus pennatus|Gansu|2013,1,80,200,TRUE
Hieraaetus pennatus|Hainan|2022,0,68,200,TRUE
Hieraaetus pennatus|Henan|2011,0,96,200,TRUE
Hieraaetus pennatus|Hunan|2020,1,89,200,TRUE
Hieraaetus pennatus|Qinghai|2013,0,44,200,TRUE
Hieraaetus pennatus|Shaanxi|2020,0,22,200,TRUE
Hieraaetus pennatus|Tibet|2012,1,0,200,TRUE
Hierococcyx nisicolor|Shaanxi|2014,1,49,200,TRUE
Hirundapus caudacutus|Hunan|2013,1,77,200,TRUE
Hirundo rustica|Hainan|2018,0,106,200,TRUE
Histrionicus histrionicus|Beijing|2017,0,4,200,TRUE
Histrionicus histrionicus|Inner Mongolia|2014,0,23,200,TRUE
Histrionicus histrionicus|Jiangsu|2022,1,1,200,TRUE
Hydrocoloeus minutus|Zhejiang|2017,0,14,200,TRUE
Hydrophasianus chirurgus|Gansu|2022,0,90,200,TRUE
Hydrophasianus chirurgus|Liaoning|2011,0,16,200,TRUE
Hydrophasianus chirurgus|Tianjin|2014,0,0,200,FALSE
Hydroprogne caspia|Hubei|2020,0,31,200,TRUE
Hydroprogne caspia|Ningxia|2020,1,45,200,TRUE
Hypothymis azurea|Jiangsu|2019,1,15,200,TRUE
Hypsipetes leucocephalus|Gansu|2020,0,41,200,TRUE
Ianthocincla lunulata|Ningxia|2017,1,65,200,TRUE
Ibidorhyncha struthersii|Anhui|2021,0,1,200,TRUE
Ictinaetus malaiensis|Anhui|2005,0,0,200,FALSE
Ictinaetus malaiensis|Shandong|2021,0,30,200,TRUE
Iduna caligata|Zhejiang|2021,0,5,200,TRUE
Indicator xanthonotus|Sichuan|2021,0,68,200,TRUE
Ixobrychus cinnamomeus|Qinghai|2018,0,14,200,TRUE
Ixobrychus eurhythmus|Shaanxi|2014,0,52,200,TRUE
Ixobrychus minutus|Gansu|2019,0,18,200,TRUE
Ixos mcclellandii|Gansu|2016,1,58,200,TRUE
Ixos mcclellandii|Ningxia|2021,1,47,200,TRUE
Lalage melaschistos|Liaoning|2012,0,16,200,TRUE
Lanius borealis|Tibet|2020,0,88,200,TRUE
Lanius collurioides|Sichuan|2014,0,63,200,TRUE
Lanius isabellinus|Zhejiang|2022,0,8,200,TRUE
Lanius schach|Beijing|2009,0,2,200,TRUE
Lanius schach|Jiangxi|2008,0,107,200,TRUE
Lanius sphenocercus|Yunnan|2017,0,66,200,TRUE
Lanius tephronotus|Hubei|2011,1,0,200,TRUE
Lanius tephronotus|Xinjiang|2004,0,42,200,TRUE
Larus crassirostris|Hainan|2006,0,40,200,TRUE
Larvivora brunnea|Jiangsu|2019,1,11,200,TRUE
Larvivora cyane|Hainan|2006,0,45,200,TRUE
Larvivora cyane|Hunan|2006,0,200,200,TRUE
Leptopoecile elegans|Yunnan|2010,0,88,200,TRUE
Leptoptilos javanicus|Yunnan|2013,0,53,200,TRUE
Limnodromus semipalmatus|Shaanxi|2019,0,13,200,TRUE
Limnodromus semipalmatus|Xinjiang|2010,0,20,200,TRUE
Limosa limosa|Ningxia|2011,0,47,200,TRUE
Linaria cannabina|Inner Mongolia|2019,1,20,200,TRUE
Locustella davidi|Guangxi|2023,0,4,200,TRUE
Locustella mandelli|Guizhou|2009,0,103,200,TRUE
Locustella mandelli|Hunan|2011,1,0,200,TRUE
Lonchura striata|Gansu|2009,0,97,200,TRUE
Lonchura striata|Tibet|2003,1,0,200,TRUE
Lophotriorchis kienerii|Tibet|2019,1,70,200,TRUE
Lophura nycthemera|Guangdong|2022,0,0,200,FALSE
Lophura nycthemera|Jiangsu|2016,0,35,200,TRUE
Loxia curvirostra|Hubei|2019,0,7,200,TRUE
Macropygia unchall|Jiangsu|2021,0,3,200,TRUE
Macropygia unchall|Tibet|2016,0,50,200,TRUE
Macropygia unchall|Zhejiang|2014,0,2,200,TRUE
Mareca falcata|Gansu|2018,1,64,200,TRUE
Mareca falcata|Xinjiang|2022,0,30,200,TRUE
Megaceryle lugubris|Inner Mongolia|2014,0,15,200,TRUE
Megaceryle lugubris|Qinghai|2017,0,30,200,TRUE
Megaceryle lugubris|Tibet|2019,1,58,200,TRUE
Melanitta fusca|Guangdong|2023,0,2,200,TRUE
Melanitta fusca|Shanghai|2019,0,0,200,FALSE
Melanitta stejnegeri|Guizhou|2023,1,55,200,TRUE
Melanitta stejnegeri|Shaanxi|2016,0,47,200,TRUE
Melanochlora sultanea|Tibet|2019,1,71,200,TRUE
Melanochlora sultanea|Zhejiang|2017,0,17,200,TRUE
Mergus serrator|Guizhou|2023,0,43,200,TRUE
Mergus serrator|Hunan|2020,0,73,200,TRUE
Mergus serrator|Shaanxi|2016,0,51,200,TRUE
Mergus serrator|Yunnan|2016,0,51,200,TRUE
Merops philippinus|Henan|2022,1,9,200,TRUE
Mixornis gularis|Guangxi|2005,0,167,200,TRUE
Monticola gularis|Sichuan|2011,1,57,200,TRUE
Monticola rufiventris|Shaanxi|2005,1,0,200,TRUE
Monticola solitarius|Qinghai|2017,1,37,200,TRUE
Motacilla citreola|Hunan|2010,0,74,200,TRUE
Moupinia poecilotis|Tibet|2019,0,61,200,TRUE
Muscicapa dauurica|Xinjiang|2010,0,16,200,TRUE
Muscicapa ferruginea|Hunan|2020,0,84,200,TRUE
Muscicapa ferruginea|Zhejiang|2013,0,19,200,TRUE
Muscicapa muttui|Henan|2019,0,126,200,TRUE
Muscicapa muttui|Hunan|2013,0,79,200,TRUE
Muscicapa muttui|Jiangsu|2023,0,4,200,TRUE
Muscicapa muttui|Shanghai|2013,0,0,200,FALSE
Mycerobas affinis|Shaanxi|2014,1,53,200,TRUE
Mycerobas affinis|Shandong|2009,0,27,200,TRUE
Mycerobas carnipes|Henan|2017,1,80,200,TRUE
Myiomela leucura|Jiangxi|2016,0,61,200,TRUE
Netta rufina|Anhui|2016,0,11,200,TRUE
Netta rufina|Jilin|2020,0,200,200,TRUE
Netta rufina|Liaoning|2012,0,19,200,TRUE
Netta rufina|Shanghai|2012,0,0,200,FALSE
Niltava davidi|Zhejiang|2017,0,6,200,TRUE
Niltava grandis|Guangxi|2002,0,20,200,TRUE
Niltava macgrigoriae|Shandong|2023,0,35,200,TRUE
Niltava sundara|Hunan|2014,0,41,200,TRUE
Ninox japonica|Hunan|2018,0,45,200,TRUE
Nipponia nippon|Gansu|2021,0,56,200,TRUE
Nisaetus nipalensis|Gansu|2006,0,57,200,TRUE
Nisaetus nipalensis|Guizhou|2017,0,57,200,TRUE
Nycticorax nycticorax|Tibet|2014,0,24,200,TRUE
Oenanthe deserti|Shanghai|2014,0,0,200,FALSE
Oenanthe deserti|Sichuan|2012,0,60,200,TRUE
Oenanthe deserti|Zhejiang|2021,0,6,200,TRUE
Oenanthe oenanthe|Jiangsu|2023,0,1,200,TRUE
Onychoprion anaethetus|Guangxi|2013,0,44,200,TRUE
Onychoprion anaethetus|Jiangsu|2021,0,1,200,TRUE
Onychoprion anaethetus|Shandong|2018,0,11,200,TRUE
Oriolus oriolus|Qinghai|2015,1,64,200,TRUE
Otus lettia|Gansu|2023,1,36,200,TRUE
Otus semitorques|Henan|2011,1,98,200,TRUE
Otus semitorques|Inner Mongolia|2022,1,43,200,TRUE
Otus semitorques|Zhejiang|2014,0,4,200,TRUE
Otus spilocephalus|Anhui|2022,0,4,200,TRUE
Otus spilocephalus|Jiangxi|2004,0,32,200,TRUE
Oxyura leucocephala|Shaanxi|2018,0,13,200,TRUE
Oxyura leucocephala|Sichuan|2020,0,49,200,TRUE
Panurus biarmicus|Henan|2021,0,76,200,TRUE
Panurus biarmicus|Shaanxi|2018,0,11,200,TRUE
Paradoxornis guttaticollis|Hunan|2010,1,85,200,TRUE
Paradoxornis heudei|Anhui|2006,0,0,200,FALSE
Paradoxornis heudei|Henan|2006,1,0,200,TRUE
Paradoxornis heudei|Jilin|2021,1,75,200,TRUE
Parayuhina diademata|Tibet|2013,0,21,200,TRUE
Pardaliparus venustulus|Jilin|2010,1,200,200,FALSE
Pardaliparus venustulus|Qinghai|2013,1,31,200,TRUE
Parus monticolus|Guangxi|2004,0,0,200,FALSE
Passer cinnamomeus|Beijing|2004,0,0,200,FALSE
Passer cinnamomeus|Inner Mongolia|2017,1,21,200,TRUE
Passer domesticus|Hainan|2017,0,83,200,TRUE
Passer domesticus|Hubei|2023,0,16,200,TRUE
Passer domesticus|Jiangxi|2019,0,75,200,TRUE
Passer domesticus|Shaanxi|2009,0,95,200,TRUE
Passer domesticus|Yunnan|2014,0,33,200,TRUE
Passer domesticus|Zhejiang|2021,0,7,200,TRUE
Passer hispaniolensis|Inner Mongolia|2014,0,12,200,TRUE
Passer hispaniolensis|Sichuan|2016,1,66,200,TRUE
Pelecanus crispus|Guizhou|2023,1,43,200,TRUE
Pellorneum tickelli|Guangxi|2005,0,151,200,TRUE
Perdix hodgsoniae|Yunnan|2011,0,40,200,TRUE
Pericrocotus cantonensis|Tianjin|2020,0,0,200,FALSE
Pericrocotus divaricatus|Hainan|2017,0,74,200,TRUE
Pericrocotus ethologus|Hunan|2011,1,0,200,TRUE
Pericrocotus ethologus|Inner Mongolia|2013,0,23,200,TRUE
Pericrocotus ethologus|Jiangsu|2022,0,1,200,TRUE
Pericrocotus solaris|Anhui|2007,0,0,0,FALSE
Pericrocotus solaris|Chongqing|2007,0,0,200,FALSE
Phoenicurus erythronotus|Gansu|2019,0,12,200,TRUE
Phoenicurus frontalis|Jiangxi|2019,0,69,200,TRUE
Phoenicurus frontalis|Shandong|2017,0,10,200,TRUE
Phoenicurus leucocephalus|Xinjiang|2009,0,0,0,FALSE
Phoenicurus ochruros|Hunan|2021,0,35,200,TRUE
Phoenicurus ochruros|Jiangsu|2014,0,12,200,TRUE
Phoenicurus ochruros|Shanghai|2011,0,0,200,FALSE
Phoenicurus ochruros|Zhejiang|2019,1,16,200,TRUE
Phoenicurus schisticeps|Shandong|2009,1,29,200,TRUE
Phylloscopus affinis|Guangxi|2009,1,0,200,TRUE
Phylloscopus affinis|Heilongjiang|2010,0,37,200,TRUE
Phylloscopus burkii|Tianjin|2002,0,0,0,FALSE
Phylloscopus cantator|Guangxi|2014,0,8,200,TRUE
Phylloscopus cantator|Tibet|2016,1,50,200,TRUE
Phylloscopus castaniceps|Anhui|2015,0,0,200,FALSE
Phylloscopus castaniceps|Heilongjiang|2002,0,0,200,FALSE
Phylloscopus castaniceps|Shanghai|2011,0,0,200,FALSE
Phylloscopus claudiae|Shanghai|2013,0,0,200,FALSE
Phylloscopus coronatus|Xinjiang|2010,0,22,200,TRUE
Phylloscopus emeiensis|Hunan|2018,1,39,200,TRUE
Phylloscopus intermedius|Guangxi|2006,0,23,200,TRUE
Phylloscopus intermedius|Hainan|2018,0,106,200,TRUE
