grid_id,nn_pa_km,n_pa_50km,pa_km2_50km,n_pa_100km,pa_km2_100km,n_pa_200km,pa_km2_200km,pa_km2_200km_N,pa_km2_200km_NE,pa_km2_200km_E,pa_km2_200km_SE,pa_km2_200km_S,pa_km2_200km_SW,pa_km2_200km_W,pa_km2_200km_NW,province,cen_lon,cen_lat
43,54.8632981846589,0,0,2,2981.92978362825,4,3843.4836450642,0,241.517541581846,620.036319854102,0,2820.24722188008,161.682561748171,0,0,Yunnan,101.140680602636,22.371079538985
44,65.022727422519,0,0,3,3601.96610348236,7,3958.13247956247,241.517541581846,620.036319854102,114.648834498266,0,0,2981.92978362825,0,0,Yunnan,101.621771382537,22.3876740727746
45,7.65103923573656,2,284.571442169868,5,736.395936521312,9,2170.39284518946,107.917257595807,584.478101158578,281.652246405175,803.096436551412,0,0,0,393.248803478485,Guangxi,106.919273993908,22.4244879543695
46,15.2696284930082,2,390.623527140993,6,1859.97978176002,10,2170.44260315827,0,866.130347563753,0.0497579688087821,694.125155815595,0,0,284.571442169868,325.565899640241,Guangxi,107.400776522914,22.4145828022677
47,38.5803417814901,1,281.652246405175,5,1669.22678411517,11,2600.19277848851,584.478101158578,0.0497579688087821,0,585.143827024218,694.125155815595,0,628.478678925505,107.917257595807,Guangxi,107.882166116884,22.4024698906206
48,71.3899539703356,0,0,5,1560.30526134816,11,2669.11581544532,0,0.0497579688087821,0,716.321854331484,92.7644213850058,601.360734430589,674.14094617085,584.478101158578,Guangxi,108.363420189049,22.3881497829351
49,58.7194361427382,0,0,3,650.290102441747,11,2385.7974403337,0.0497579688087821,0.119433577455911,0.0796103407887753,688.653950395198,27.6679039362852,694.125155815595,390.623527140993,584.478101158578,Guangxi,108.844516190829,22.3716231445233
50,76.2638859943592,0,0,3,688.703708364007,18,3304.0434826451,0.119433577455911,0,0.0796103407887753,313.71396567917,1429.82521169952,92.7644213850058,883.012980835764,584.527859127387,Guangxi,109.325431618146,22.3528907420328
51,71.1399672030075,0,0,3,688.733560735987,18,2021.64305674957,0.119433577455911,0.0796103407887753,128.842670730772,60.9247807686803,1153.71855495384,585.143827024218,92.7644213850058,0.0497579688087821,Guangxi,109.806144017702,22.3319534429072
52,44.0124329422414,1,0.0796103407887753,1,0.0796103407887753,19,2210.53982829694,264.687482246522,0,128.842670730772,0,1100.63806301935,716.321854331484,0.0497579688087821,0,Guangxi,110.286630993233,22.3088122147748
53,54.2373186575545,0,0,2,128.922281071561,10,1073.5329098108,0,0,128.842670730772,0,84.7345531107196,859.876075628524,0,0.0796103407887753,Guangxi,110.766870211708,22.2834681247669
54,5.8897228977262,1,128.842670730772,1,128.842670730772,10,508.061063897372,0,138.019502509368,0,0,12.9349691060618,357.026981941153,0,0.0796103407887753,Guangdong,111.246839409496,22.2559223387678
55,46.1269003561004,1,128.842670730772,1,128.842670730772,9,220.155437000807,0,14.036451885962,16.2719232746043,0,0,60.9247807686803,128.922281071561,0,Guangdong,111.726516398477,22.2261761205933
56,88.1956750680291,0,0,2,135.331970044416,10,636.063644300987,7.54715257231837,6.52913004506373,493.065080612045,0,0,0,128.922281071561,0,Guangdong,112.205879072104,22.1942308311032
57,57.7717540061143,0,0,2,22.7612225882479,12,672.816458375318,14.036451885962,26.5937285932169,503.343607165367,0,0,0,128.842670730772,0,Guangdong,112.684905411408,22.1600879272448
58,29.1793038223161,1,16.2719232746043,5,499.554379925688,16,843.30159905329,18.8002354290631,186.994463769507,494.627777237985,0,0,0,128.842670730772,14.036451885962,Guangdong,113.163573490941,22.1237489610292
59,90.7225897659376,0,0,1,121.888316165394,5,3349.94308967572,246.124989882072,0,0,2981.92978362825,0,0,0,121.888316165394,Yunnan,99.6727860383199,22.7625264345636
60,106.013605536613,0,0,0,0,5,3349.94308967572,175.742567775097,0,0,2981.92978362825,0,0,0,192.27073827237,Yunnan,100.155596216947,22.7858102822348
61,88.8375400707261,0,0,1,161.682561748171,6,4141.11452900469,0,241.517541581846,620.036319854102,2820.24722188008,161.682561748171,0,121.888316165394,175.742567775097,Yunnan,100.638635820903,22.8068832136771
62,97.7002174652758,0,0,1,161.682561748171,4,3843.4836450642,0,241.517541581846,620.036319854102,0,2820.24722188008,161.682561748171,0,0,Yunnan,101.121882129454,22.8257442296259
63,67.4187791327337,0,0,2,861.553861435949,7,3958.13247956247,0,241.517541581846,734.685154352368,0,2820.24722188008,161.682561748171,0,0,Yunnan,101.605312363241,22.8423924339358
64,18.2948809495276,1,620.036319854102,2,861.553861435949,11,4537.29363926814,314.887687164232,0,1240.47616847565,0,0,2981.92978362825,0,0,Yunnan,102.088903690679,22.8568270342102
65,33.5278027638401,1,620.036319854102,5,976.202695934215,15,4651.79242646149,96.4681532286812,0,873.523189916777,0,0,2820.24722188008,620.036319854102,241.517541581846,Yunnan,102.572633234387,22.869047342357
66,5.02441100246016,3,114.648834498266,7,1240.47616847565,12,1894.02087306971,73.3701455823863,256.241379387549,702.855486663827,0,0,0,620.036319854102,241.517541581846,Yunnan,103.056478077661,22.8790527750716
67,30.4770163670169,6,620.439848621547,7,873.523189916777,11,1820.65072748732,0,253.08334129523,563.222996770059,28.14169348782,0,0,734.685154352368,241.517541581846,Yunnan,103.540415270963,22.8868428542472
68,20.9472576322999,3,505.791014123281,9,959.096866051375,11,2091.00936360727,253.08334129523,511.876177701787,85.5736761345985,0,0,28.14169348782,1212.33447498783,0,Yunnan,104.024421838442,22.8924172073102
69,11.4497475742405,2,85.5736761345985,6,844.448031553109,13,2036.92566877364,410.558973326509,708.327805722984,44.5156998073737,0,0,0,620.439848621547,253.08334129523,Yunnan,104.50847478447,22.895775567482
70,13.2832147402954,3,345.772409380319,6,1320.87403767989,10,2363.26441020521,192.87156501575,0,584.478101158578,975.77740222077,284.571442169868,0,170.172247946269,155.393651693972,Guangxi,106.928629787495,22.8793255607536
71,42.9963901644367,2,866.130347563753,6,1320.87403767989,10,2170.44260315827,0,584.478101158578,0.0497579688087821,694.125155815595,281.652246405175,284.571442169868,170.172247946269,155.393651693972,Guangxi,107.412477815309,22.8693882999943
72,21.3949337241801,1,584.478101158578,2,866.130347563753,11,2727.9185262462,0,0,0.0497579688087821,557.475923087933,694.125155815595,390.623527140993,345.772409380319,739.87175285255,Guangxi,107.896211249384,22.8572361475183
73,52.0509329162941,0,0,3,866.180105532562,12,2703.82233543695,0,0.119433577455911,0.0497579688087821,688.653950395198,92.7644213850058,883.012980835764,1039.22179127471,0,Guangxi,108.379807171907,22.8428696833979
74,8.80384822039096,1,0.0497579688087821,1,0.0497579688087821,11,2541.31459792616,0.0497579688087821,264.607871905734,0.0796103407887753,131.178027307266,585.143827024218,694.125155815595,866.130347563753,0,Guangxi,108.863242704193,22.8262895925074
75,49.454179494964,1,0.0497579688087821,1,0.0497579688087821,11,2541.31459792616,0.119433577455911,264.488438328278,0.0796103407887753,0,716.321854331484,694.125155815595,866.180105532562,0,Guangxi,109.346495013148,22.8074966640414
76,56.604614862616,0,0,2,0.129368309597557,10,1322.69322111173,358.379241140603,142.011195134925,128.922281071561,0,135.854822707901,557.475923087933,0.0497579688087821,0,Guangxi,109.829541317713,22.7864917909611
77,8.96000801324325,1,0.0796103407887753,1,0.0796103407887753,11,1443.45699337217,406.499633463203,0,0,128.922281071561,350.38996420321,557.475923087933,0.0497579688087821,0.119433577455911,Guangxi,110.312358895253,22.7632759693679
78,44.2321270508803,1,0.0796103407887753,2,128.922281071561,11,759.567254477284,142.011195134925,38.3190101127283,6.48929931364361,128.842670730772,47.9898116626185,131.178027307266,0.129368309597557,264.607871905734,Guangxi,110.794925087919,22.7378502978045
79,45.9234653183115,1,128.842670730772,2,128.922281071561,9,592.454171934089,180.330205247653,7.54715257231837,6.48929931364361,0,128.842670730772,4.6767954006356,0.0796103407887753,264.488438328278,Guangdong,111.277217308962,22.7102159764856
80,64.8225791487558,0,0,2,135.331970044416,7,197.549666344855,38.3190101127283,7.54715257231837,22.7612225882479,0,0,128.842670730772,0.0796103407887753,0,Guangdong,111.759213048986,22.6803743064564
81,49.2407448632832,1,6.48929931364361,2,9.17683177859587,12,676.871135836754,43.1786302200944,11.7051439330546,493.065080612045,0,0,128.842670730772,0.0796103407887753,0,Guangdong,112.240889882163,22.6483266886822
82,30.1976497405632,1,6.48929931364361,3,25.4487550532002,16,865.686948234143,14.036451885962,157.079791900556,511.137100329521,16.2719232746043,0,0,128.842670730772,38.3190101127283,Guangdong,112.722225472377,22.6140746230684
83,20.8214862248122,1,16.2719232746043,6,499.594210657108,15,714.458928322518,0,164.873285064709,51.1999406871837,468.077327410058,16.2719232746043,0,0,14.036451885962,Guangdong,113.203197579313,22.5776197074112
84,20.1911544158904,1,121.888316165394,2,192.27073827237,3,368.013306047466,70.3824221069753,175.742567775097,0,0,0,0,0,121.888316165394,Yunnan,99.161826833383,23.190671866717
85,67.3358102223012,0,0,2,297.630883940491,4,529.695867795637,175.742567775097,0,0,161.682561748171,0,0,121.888316165394,70.3824221069753,Yunnan,99.6467343738432,23.2162493114744
86,106.913911511788,0,0,0,0,6,3591.46063125757,0,0,241.517541581846,2981.92978362825,0,0,121.888316165394,246.124989882072,Yunnan,100.131897704473,23.2396097844918
87,135.979435691135,0,0,0,0,7,4211.49695111167,0,0,861.553861435949,0,2981.92978362825,0,121.888316165394,246.124989882072,Yunnan,100.61729383844,23.260752151938
88,98.504340422446,0,0,1,241.517541581846,6,4029.1826835825,0,9.95647074319853,241.517541581846,620.036319854102,2981.92978362825,0,0,175.742567775097,Yunnan,101.10289972233,23.2796753853974
89,50.9649293865129,0,0,2,861.553861435949,13,4064.55710353435,9.95647074319853,337.985694810527,114.648834498266,620.036319854102,2820.24722188008,161.682561748171,0,0,Yunnan,101.588692242662,23.2963785625885
90,22.1752784128764,1,241.517541581846,2,861.553861435949,16,6828.25843531347,2542.70265351304,91.2915231843492,480.80735872778,111.490796405947,620.036319854102,2981.92978362825,0,0,Yunnan,102.074648232437,23.3108608680092
91,58.1898781404236,0,0,5,976.202695934215,17,4127.55368646827,2392.47663511554,0,253.08334129523,620.439848621547,0,620.036319854102,241.517541581846,0,Yunnan,102.560744477736,23.3231215935072
92,43.9084960755019,3,114.648834498266,4,592.298155133727,20,4216.14406511927,2382.52016437234,3.01670251640351,338.657017429829,505.791014123281,114.648834498266,620.036319854102,241.517541581846,9.95647074319853,Yunnan,103.046957724341,23.3331601387752
93,55.4584953761867,0,0,7,873.523189916777,21,4616.74656770258,20.9380801183664,410.558973326509,294.141317622455,550.306713930654,0,734.685154352368,241.517541581846,2364.59878677038,Yunnan,103.533264684388,23.3409760117722
94,5.57022189689439,1,253.08334129523,6,844.448031553109,16,2595.87656263453,3.01670251640351,922.435151028296,294.141317622455,44.5156998073737,505.791014123281,114.648834498266,620.036319854102,91.2915231843492,Yunnan,104.019642043055,23.3465688290667
95,44.5691601287195,3,338.657017429829,6,844.448031553109,14,2039.94237129005,410.558973326509,511.876177701787,155.393651693972,41.0579763272248,44.5156998073737,505.791014123281,367.732175793496,3.01670251640351,Yunnan,104.506066465248,23.3499383161066
96,36.1732820090474,1,41.0579763272248,4,850.533195131616,16,2340.60031638384,922.435151028296,244.993196069875,325.565899640241,0,0,591.364690257879,256.241379387549,0,Yunnan,104.992514602322,23.3510843074107
97,74.9625199902226,0,0,3,708.327805722984,17,2848.62197115105,563.997808755912,419.47981570541,263.310909289779,346.82643252033,0,113.715369622419,730.732661930691,410.558973326509,Yunnan,105.478963098803,23.3500067466851
98,35.9897761894574,1,155.393651693972,3,325.565899640241,16,3208.96130459152,471.601446759535,155.393651693972,584.478101158578,736.395936521312,0,0,338.657017429829,922.435151028296,Guangxi,105.96538859911,23.3467056868624
99,37.0549479515252,2,217.648642044434,4,501.166061074292,14,2977.68107787726,903.96353466701,0,584.478101158578,498.5407847368,237.855151784512,0,85.5736761345985,667.269829395759,Guangxi,106.451767754289,23.3411812900648
100,47.9493422733098,1,107.917257595807,5,1085.64416223287,15,3574.86259399336,740.364796417242,0,584.478101158578,883.012980835764,392.488699765675,62.254990350462,155.393651693972,756.869373771662,Guangxi,106.938077228729,23.3334338274904
101,50.8244460798631,0,0,3,974.04760515956,15,3103.67896459126,513.756545727582,0,0.0497579688087821,677.242522543584,883.012980835764,454.743690116137,155.393651693972,419.47981570541,Guangxi,107.424293706883,23.3234636792231
102,32.3783239945676,1,584.478101158578,2,866.130347563753,12,2170.6815030402,0.119466304477278,0.119433577455911,0.0497579688087821,0,1560.25550337935,284.571442169868,325.565899640241,0,Guangxi,107.910393899959,23.3112713339665
103,65.8698351297116,0,0,2,584.527859127387,9,1952.91339469129,0,0.119433577455911,0,0.0497579688087821,694.125155815595,1150.70178973362,107.917257595807,0,Guangxi,108.396354552604,23.2968573887017
104,41.3163806020679,1,0.0497579688087821,1,0.0497579688087821,10,2476.24003591748,0,358.379241140603,0.0796103407887753,0,557.525681056741,975.77740222077,584.478101158578,0,Guangxi,108.882152449558,23.2802225482689
105,63.837696011725,0,0,2,0.169191546264693,9,1773.6518561389,93.8908028123249,406.499633463203,0,0.0796103407887753,688.653950395198,0.0497579688087821,584.478101158578,0,Guangxi,109.367764422281,23.2613676248748
106,79.6697553269237,0,0,2,0.199043918244687,9,1318.0164257111,358.379241140603,142.011195134925,0,128.922281071561,688.653950395198,0.0497579688087821,0,0,Guangxi,109.853167355547,23.2402935375238
107,56.7756042125387,0,0,1,0.0796103407887753,9,798.859512735891,500.271002698072,38.3190101127283,0,128.842670730772,131.257637648055,0,0.0497579688087821,0.119433577455911,Guangxi,110.338338193996,23.2170013113755
108,71.4119636584108,0,0,1,0.0796103407887753,10,681.668179345778,142.011195134925,38.3190101127283,14.036451885962,128.842670730772,0,0.0796103407887753,0,358.379241140603,Guangxi,110.82325394865,23.1914920770286
109,95.8292256979661,0,0,1,128.842670730772,9,587.896810110909,38.3190101127283,4.85962010736611,9.17683177859587,0,128.842670730772,0.0796103407887753,0,406.619067040659,Guangxi,111.307891703374,23.1637670697306
110,92.6475996101558,0,0,3,14.036451885962,10,604.089130539478,38.3190101127283,4.85962010736611,9.21666251001599,16.2719232746043,0,128.842670730772,0.0796103407887753,406.499633463203,Guangdong,111.792228621295,23.1338276285162
111,45.5063161405371,1,6.48929931364361,3,14.036451885962,15,1259.68105423396,4.85962010736611,577.783568038793,19.0376352459945,490.838549998306,0,128.842670730772,0,38.3190101127283,Guangdong,112.276241951152,23.1016751952727
112,23.6235455392633,2,9.17683177859587,5,30.3482058919864,19,2020.8697837198,1157.87036795061,17.4202407872727,174.003494105364,493.065080612045,0,135.331970044416,0,43.1786302200944,Guangdong,112.759909033597,23.0673113137357
113,49.241963813793,1,0.0398307314201261,9,512.563717709253,19,1327.87469956718,560.164276209607,32.3925564410166,189.897324305818,476.79315733744,16.2719232746043,0,6.48929931364361,45.8661626850466,Guangdong,113.243207307426,23.0307376284132
114,31.1178626545695,2,7.83332389557392,10,657.938365676754,23,1598.94844891408,784.123870024605,225.842021453235,55.3305751103084,26.5504498279269,476.79315733744,16.2719232746043,9.17683177859587,4.85962010736611,Guangdong,113.726114315741,22.9919558834416
115,8.1413804538027,3,147.413213546017,11,684.150553161951,24,1616.00223573293,364.039340013277,131.891170933624,15.9336609318748,26.5504498279269,0,500.858573776198,14.036451885962,562.692588364066,Guangdong,114.208607712037,22.9509679213731
116,27.4940759786613,3,54.42825771125,6,209.55659836865,18,967.023442849919,243.348208830663,23.252757582701,0,15.9336609318748,26.5504498279269,493.065080612045,7.83332389557392,157.039961169135,Guangdong,114.690665266219,22.9077756818957
117,32.4572159640901,1,15.9336609318748,6,205.356588724365,18,830.73780252689,129.902867101051,1.75189734156399,0,0,0,519.277268097242,22.2659522700609,157.539817716972,Guangdong,115.17226487053,22.8623812004873
118,41.3667228711897,2,192.27073827237,3,368.013306047466,3,368.013306047466,70.3824221069753,175.742567775097,0,0,0,121.888316165394,0,0,Yunnan,99.133147008786,23.6435914600375
119,46.9095444047012,1,175.742567775097,3,368.013306047466,6,407.193276408776,186.496629390816,28.4259087455901,0,0,0,121.888316165394,0,70.3824221069753,Yunnan,99.6204269070214,23.6692546997464
120,65.2711866935133,0,0,1,175.742567775097,8,810.393379738793,39.1799703613097,0,241.517541581846,0,161.682561748171,0,121.888316165394,246.124989882072,Yunnan,100.107966377565,23.6926936382462
121,106.396194802685,0,0,0,0,10,1440.38617033609,39.1799703613097,9.95647074319853,241.517541581846,620.036319854102,161.682561748171,0,192.27073827237,175.742567775097,Yunnan,100.59574209604,23.7139071088871
122,100.104533261616,0,0,0,0,15,1419.80462253991,23.3072723393319,106.42462397188,241.517541581846,620.036319854102,161.682561748171,0,246.124989882072,20.7113131625102,Yunnan,101.083730669844,23.7328940534924
123,53.9929303226736,0,0,1,241.517541581846,15,3383.47519773708,4.83861514053234,2392.47663511554,0,976.202695934215,0,0,0,9.95725154679063,Yunnan,101.571908644817,23.7496535230966
124,28.4526882762479,1,241.517541581846,1,241.517541581846,14,3373.51794619029,14.7950858837309,2382.52016437234,0,114.648834498266,861.553861435949,0,0,0,Yunnan,102.060252511956,23.7641846786072
125,60.8594644690516,0,0,6,337.985694810527,19,4135.4090041252,2374.55525751358,20.9380801183664,253.08334129523,620.439848621547,620.036319854102,241.517541581846,0,4.83861514053234,Yunnan,102.548738714173,23.7764867913898
126,89.198139521081,0,0,4,188.018980080652,21,4218.26493699183,2359.42215672605,5.13757438896325,0,844.448031553109,114.648834498266,620.036319854102,241.517541581846,33.0544783894934,Yunnan,103.037343653082,23.7865592437767
127,73.8833163087152,0,0,1,253.08334129523,25,5198.02156013909,5.13757438896325,467.880445445476,511.876177701787,338.657017429829,505.791014123281,734.685154352368,241.517541581846,2392.47663511554,Yunnan,103.526043695817,23.7944015294986
128,49.1337673231344,1,253.08334129523,1,253.08334129523,22,4326.51122795994,5.13757438896325,467.880445445476,511.876177701787,85.5736761345985,758.874355418511,114.648834498266,0,2382.52016437234,Yunnan,104.014815181881,23.8000132540378
129,66.1022673889774,0,0,6,1261.09216845813,20,2246.9104828941,63.5549573655729,974.556782082421,155.393651693972,0,85.5736761345985,873.523189916777,0,94.3082257007527,Yunnan,104.503634430005,23.8033941349042
130,55.5039283836674,0,0,4,963.493127355521,18,2522.70493126735,471.993058819523,983.477624461322,155.393651693972,62.254990350462,85.5736761345985,758.874355418511,0,5.13757438896325,Yunnan,104.992477745028,23.8045440018323
131,44.122433236601,1,511.876177701787,2,667.269829395759,18,2514.18152245388,515.988791075833,662.347513940628,155.393651693972,345.772409380319,0,113.715369622419,253.08334129523,467.880445445476,Yunnan,105.481321424793,23.8034627969009
132,33.6657492649783,1,155.393651693972,3,860.14139441151,17,2794.25022864121,469.475948924878,706.628110743332,0,610.137341810109,0,85.5736761345985,0,922.435151028296,Yunnan,105.970141767034,23.8001505745728
133,34.8021242325216,1,155.393651693972,3,410.520207060185,18,3615.86487639759,1042.58797079398,81.3944578201065,0,866.130347563753,454.743690116137,196.451628021197,511.876177701787,462.680604380634,Guangxi,106.458915076272,23.7946075016573
