prov_cn,prov_km2,pa_km2,year,frac_pa
630000,695938.6544018,68541.491002119,2018,0.0984878344787938
610000,204998.319067571,11397.9098850304,2018,0.0556000163165899
150000,1142761.87223905,89023.5536475114,2018,0.0779021035004299
500000,82385.4969649095,2502.53613447717,2018,0.0303759305541735
130000,186599.667718384,2674.07183167452,2018,0.0143305283678759
310000,6182.81738595144,0,2018,0
110000,16197.1667597319,298.752132928851,2018,0.0184447155086151
710000,40903.8534422188,0,2018,0
810000,1288.62501088332,0,2018,0
510000,485131.529377545,51906.1113499161,2018,0.106993893834348
620000,421123.651133805,80027.9334789316,2018,0.190034288654816
820000,60.7617837309977,0,2018,0
230000,451084.570674823,24474.5031354124,2019,0.0542570168134958
650000,1627343.61964449,184031.921019977,2019,0.113087315302333
140000,155942.383568924,1431.00698769405,2019,0.00917651093271617
640000,51198.1261574061,6558.379734887,2019,0.1280980423917
540000,1198514.53429661,378786.405118118,2019,0.31604656787948
370000,155045.020700642,1937.30461577102,2019,0.0124951101752022
410000,163635.184918568,7965.88632088107,2019,0.0486807670663571
320000,100834.150894034,2540.41996704321,2019,0.0251940433327287
