species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,grid_id
Abroscopus albogularis,Hebei,2024,discovery_date,2024,2024,0,118.28,39.26,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,54.7561025809148,
Abroscopus albogularis,Jiangsu,2017,discovery_date,2017,2019,2,118.55,32.06,FALSE,FALSE,雨花台,local,地质遗迹,1984,59.8272172190843,1281
Abroscopus albogularis,Ningxia,2021,discovery_date,2021,2024,3,106.18,35.67,TRUE,TRUE,六盘山,national,森林生态,1982,0,1796
Abroscopus albogularis,Shanghai,2013,discovery_date,2013,2018,5,121.97,30.88,FALSE,FALSE,上海九段沙湿地国家级自然保护区,national,湿地生态,2000,24.3707625014144,
Abroscopus albogularis,Tibet,2016,discovery_date,2016,2017,1,95.39,29.41,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,724
Accipiter gularis,Xinjiang,2010,discovery_date,2010,2013,3,88.36,36.47,FALSE,FALSE,新疆阿尔金山国家级自然保护区,national,野生动物,1983,1.04886545272989,2059
Accipiter soloensis,Gansu,2012,discovery_date,2012,2015,3,106.2,33.7,FALSE,FALSE,甘肃小陇山,national,野生动物,1982,3.55708853558078,1415
Accipiter soloensis,Heilongjiang,2018,discovery_date,2018,2020,2,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,3702
Accipiter soloensis,Inner Mongolia,2020,discovery_date,2020,2023,3,105.66,38.11,FALSE,FALSE,巴丹吉林沙漠湖泊,provincial,湿地生态,1999,26.5883135292869,2165
Accipiter trivirgatus,Anhui,2006,discovery_date,2006,2010,4,117.82,30.23,FALSE,FALSE,古牛绛,national,森林生态,1982,31.7867611093113,981
Accipiter trivirgatus,Beijing,2013,discovery_date,2013,2013,0,116.17,39.99,FALSE,FALSE,北京百花山,national,森林生态,1985,39.4641603747012,2557
Accipiter trivirgatus,Gansu,2020,discovery_date,2020,2022,2,105.32,32.85,TRUE,FALSE,裕河金丝猴,provincial,野生动物,2002,0,1257
Accipiter trivirgatus,Henan,2008,discovery_date,2008,2008,0,114.25,31.95,TRUE,TRUE,河南董寨鸟类,national,野生动物,1982,0,1196
Accipiter trivirgatus,Liaoning,2017,discovery_date,2017,2021,4,121.14,38.73,TRUE,TRUE,蛇岛老铁山,national,野生动物,1980,0,
Accipiter virgatus,Anhui,2011,discovery_date,2011,2012,1,117.12,31.77,FALSE,FALSE,安徽鹞落坪国家级自然保护区,national,森林生态,1991,117.235863897106,1202
Acridotheres cristatellus,Jilin,2016,discovery_date,2016,2023,7,125.55,43.8,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,53.3300881970432,3296
Acridotheres tristis,Chongqing,2010,discovery_date,2010,2010,0,106.53,29.45,FALSE,FALSE,白市驿,local,野生动物,1998,6.37072704025424,745
Acridotheres tristis,Guizhou,2017,discovery_date,2017,2018,1,106.52,26.68,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,95.5307167371564,372
Acridotheres tristis,Jiangxi,2019,discovery_date,2019,2022,3,115.35,26.3,FALSE,FALSE,江西白云山-螺滩,local,森林生态,2007,52.9912541734883,432
Acridotheres tristis,Shandong,2022,discovery_date,2022,2025,3,121.01,36.6,FALSE,FALSE,山东青岛崂山,provincial,森林生态,2000,47.5470833523664,2116
Acrocephalus agricola,Inner Mongolia,2020,discovery_date,2020,2023,3,101.12,42.06,TRUE,TRUE,内蒙古额济纳胡杨林,national,荒漠生态,1986,0,2849
Acrocephalus bistrigiceps,Guizhou,2015,discovery_date,2015,2017,2,108.81,26.39,FALSE,FALSE,剑河鹅掌楸,local,野生植物,1986,34.9851564914808,377
Acrocephalus bistrigiceps,Tibet,2023,discovery_date,2023,2024,1,95.33,29.33,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Acrocephalus concinens,Shanghai,2005,discovery_date,2005,2006,1,121.4,31.62,FALSE,FALSE,上海崇明东滩鸟类,national,野生动物,1998,42.5382637324477,1287
Acrocephalus orientalis,Tibet,2023,discovery_date,2023,2024,1,95.33,29.33,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Acrocephalus tangorum,Hubei,2020,discovery_date,2020,2020,0,114.41,30.44,FALSE,FALSE,木兰湖岛湿地,local,湿地生态,1998,29.46322470541,975
Acrocephalus tangorum,Zhejiang,2023,discovery_date,2023,2024,1,119.75,30.24,FALSE,FALSE,杏梅尖,local,森林生态,1991,24.3227655017104,985
Aegithalos bonvaloti,Shaanxi,2006,discovery_date,2006,2007,1,107.75,34.16,FALSE,FALSE,陕西太白山,national,森林生态,1965,8.2433869346847,1496
Aegithalos caudatus,Shandong,2023,discovery_date,2023,2024,1,117.87,38.26,TRUE,TRUE,山东滨州贝壳堤岛与湿地国家级自然保护区,national,海洋海岸,1999,0,2342
Aegithalos caudatus,Tianjin,2016,discovery_date,2016,2020,4,117.59,39.3,TRUE,TRUE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,0,2486
Aegithalos concinnus,Gansu,2017,discovery_date,2017,2020,3,107.67,35.73,FALSE,FALSE,陕西子午岭,national,森林生态,1999,74.7979706433608,1799
Aegithalos concinnus,Hebei,2022,discovery_date,2022,2025,3,115.66,37.74,FALSE,FALSE,河北衡水湖湿地和鸟类,national,湿地生态,2000,6.14460680172575,2182
Aegithalos fuliginosus,Hunan,2009,publication_minus_median_lag,2011,2010,1,110.6,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Aegithalos fuliginosus,Shanxi,2016,discovery_date,2016,2016,0,111.75,35.27,FALSE,FALSE,山西历山,national,森林生态,1983,16.2692054980184,1733
Aethopyga christinae,Anhui,2017,discovery_date,2017,2018,1,117.48,30,FALSE,FALSE,古牛绛,national,森林生态,1982,1.75416515127222,909
Aethopyga christinae,Hubei,2003,discovery_date,2003,2004,1,110.54,30.07,TRUE,TRUE,五峰后河,national,森林生态,1985,0,824
Aethopyga gouldiae,Henan,2016,discovery_date,2016,2017,1,111.32,33.96,FALSE,FALSE,河南伏牛山,national,森林生态,1982,16.7843327843769,1502
Agropsar sturninus,Tibet,2020,discovery_date,2020,2023,3,94.81,29.96,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,866
Aix galericulata,Tibet,2021,discovery_date,2021,2021,0,91.18,29.65,FALSE,FALSE,西藏拉鲁湿地,provincial,湿地生态,1999,7.01102728334994,859
Aix galericulata,Xinjiang,2015,discovery_date,2015,2015,0,82.94,37.26,FALSE,FALSE,新疆中昆仑,provincial,野生动物,2001,172.448077917851,2282
Alauda gulgula,Inner Mongolia,2020,discovery_date,2020,2023,3,101.9,38.99,FALSE,FALSE,民勤连古城,national,荒漠生态,1982,51.221908485964,2315
Alaudala cheleensis,Fujian,2019,discovery_date,2019,2024,5,117.2,23.66,FALSE,FALSE,南澎列岛,national,海洋海岸,1991,29.8596428864163,
Alcedo hercules,Fujian,2006,discovery_date,2006,2006,0,117.3,26.51,TRUE,TRUE,福建龙栖山,national,森林生态,1984,0,477
Alcippe morrisonia,Henan,2015,discovery_date,2015,2016,1,111.82,33.25,FALSE,FALSE,河南南阳恐龙蛋化石群国家级自然保护区,national,古生物遗迹,1998,0.722531286751675,1426
Amaurornis phoenicurus,Heilongjiang,2008,discovery_date,2008,2010,2,125.12,46.81,FALSE,FALSE,明水湿地,provincial,湿地生态,2007,28.0942602276785,3555
Amaurornis phoenicurus,Inner Mongolia,2018,discovery_date,2018,2023,5,105.81,38.66,FALSE,FALSE,内蒙古贺兰山,national,森林生态,1992,0.488205100518178,2243
Amaurornis phoenicurus,Qinghai,2013,discovery_date,2013,2015,2,101.07,32.68,FALSE,FALSE,四川严波也则山,local,野生动物,2001,5.20144373140344,1249
Anastomus oscitans,Hebei,2021,discovery_date,2021,2023,2,114.16,38.24,FALSE,FALSE,河北驼梁,national,森林生态,2001,45.9254140371866,2258
Anastomus oscitans,Hunan,2024,publication_minus_median_lag,,2025,1,113.24,28.23,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,59.2046514483977,567
Anastomus oscitans,Qinghai,2023,discovery_date,2023,2024,1,96.57,32.58,FALSE,FALSE,青海玉树隆宝,national,湿地生态,1986,61.0782018318921,1240
Anastomus oscitans,Shaanxi,2020,discovery_date,2020,2021,1,107.53,33.23,FALSE,FALSE,陕西汉中朱鹮,national,野生动物,1983,0.803240054675869,1339
Anastomus oscitans,Sichuan,2012,discovery_date,2012,2018,6,103.09,28.41,FALSE,FALSE,四川美姑大风顶,national,野生动物,1978,13.2665044117042,547
Anser anser,Hainan,2007,discovery_date,2007,2009,2,110.58,19.9,FALSE,FALSE,名人山鸟类,local,野生动物,1997,14.264897678754,17
Anser fabalis,Tibet,2016,discovery_date,2016,2016,0,95.83,29.27,FALSE,FALSE,西藏雅鲁藏布大峡谷,national,森林生态,1985,1.17127407193957,724
Anser indicus,Chongqing,2006,discovery_date,2006,2007,1,106.43,29.84,FALSE,FALSE,重庆缙云山,national,森林生态,1979,0.836875200756305,745
Anser indicus,Henan,2019,discovery_date,2019,2019,0,111.13,34.77,TRUE,TRUE,河南黄河湿地,national,湿地生态,1995,0,1657
Anthus godlewskii,Shaanxi,2005,discovery_date,2005,2007,2,107.98,33.53,FALSE,FALSE,陕西佛坪,national,野生动物,1978,5.14781778241233,1418
Anthus gustavi,Anhui,2020,discovery_date,2020,2024,4,117.26,31.66,FALSE,FALSE,盘台,local,森林生态,2006,114.80549247433,1202
Anthus gustavi,Hubei,2014,discovery_date,2014,2015,1,112.72,30.44,FALSE,FALSE,湖北洪湖湿地,provincial,湿地生态,1996,74.1478439083922,900
Anthus gustavi,Xinjiang,2010,discovery_date,2010,2010,0,93.48,41.22,TRUE,TRUE,新疆罗布泊野骆驼国家级自然保护区,national,荒漠生态,1986,0,2755
Anthus richardi,Tibet,2016,discovery_date,2016,2017,1,95.49,29.66,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,795
Anthus roseatus,Zhejiang,2020,discovery_date,2020,2021,1,119.9,30.25,FALSE,FALSE,杏梅尖,local,森林生态,1991,21.9934653510703,985
Anthus trivialis,Jiangsu,2023,discovery_date,2023,2024,1,120.96,32.76,FALSE,FALSE,大洞山,local,森林生态,2001,12.0540178745828,1442
Aquila fasciata,Liaoning,2015,discovery_date,2015,2021,6,121.14,38.73,TRUE,TRUE,蛇岛老铁山,national,野生动物,1980,0,
Aquila fasciata,Shaanxi,2020,discovery_date,2020,2020,0,110.01,32.85,FALSE,FALSE,湖北赛武当,national,森林生态,1987,65.8066227673699,1265
Aquila heliaca,Hunan,2021,discovery_date,2021,2023,2,110.87,29.98,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Aquila heliaca,Ningxia,2019,discovery_date,2019,2021,2,106.51,38.55,FALSE,FALSE,宁夏灵武白芨滩,national,荒漠生态,1985,25.2435460834555,2245
Ardea intermedia,Jilin,2020,discovery_date,2020,2023,3,125.37,43.96,FALSE,FALSE,波罗湖,national,湿地生态,2004,53.5484076699489,3338
Ardea intermedia,Liaoning,2004,discovery_date,2004,2006,2,124.19,39.97,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,16.779080772491,2722
Ardenna pacifica,Shanghai,2012,discovery_date,2012,2013,1,121.32,31.35,FALSE,FALSE,上海九段沙湿地国家级自然保护区,national,湿地生态,2000,42.9043160474186,1209
Ardenna pacifica,Zhejiang,2018,discovery_date,2018,2019,1,119.12,28.05,FALSE,FALSE,浙江凤阳山-百山祖,national,森林生态,1975,23.5113120725986,636
Artamus fuscus,Guizhou,2014,discovery_date,2014,2015,1,108.02,25.23,TRUE,TRUE,贵州茂兰,national,森林生态,1986,0,254
Artamus fuscus,Hunan,2022,discovery_date,2022,2025,3,111.56,25.57,FALSE,FALSE,永州都庞岭,national,森林生态,1982,15.9947353596484,301
Artamus fuscus,Jiangxi,2020,discovery_date,2020,2021,1,114.78,24.94,FALSE,FALSE,江西九连山,national,森林生态,1981,43.3629123508434,268
Asio flammeus,Guangxi,2004,discovery_date,2004,2005,1,107.08,22.14,FALSE,FALSE,广西弄岗,national,森林生态,1978,9.92547046909489,
Athene noctua,Zhejiang,2022,discovery_date,2022,2023,1,119.69,30.63,FALSE,FALSE,盘台,local,森林生态,2006,21.4313866716546,1059
Aviceda jerdoni,Guangdong,2014,discovery_date,2014,2023,9,111.44,21.83,FALSE,FALSE,广东云开山,national,森林生态,2010,45.7841667992617,37
Aviceda jerdoni,Hunan,2017,discovery_date,2017,2018,1,110.88,29.98,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Aviceda leuphotes,Gansu,2018,discovery_date,2018,2019,1,105.63,33.55,FALSE,FALSE,裕河金丝猴,provincial,野生动物,2002,47.8303357579656,1414
Aviceda leuphotes,Jiangsu,2006,discovery_date,2006,2010,4,119.07,32.25,FALSE,FALSE,雨花台,local,地质遗迹,1984,7.94189568560821,1360
Aviceda leuphotes,Ningxia,2002,discovery_date,2002,2024,22,106.31,35.35,TRUE,TRUE,六盘山,national,森林生态,1982,0,1723
Aviceda leuphotes,Shanxi,2018,discovery_date,2018,2023,5,111.38,35.01,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,20.3208292539932,1657
Aythya nyroca,Fujian,2004,discovery_date,2004,2006,2,119.52,25.96,FALSE,FALSE,长乐海蚌,provincial,野生动物,1985,9.43553911615711,440
Aythya nyroca,Jilin,2010,discovery_date,2010,2012,2,123.88,46.01,FALSE,FALSE,吉林莫莫格,national,湿地生态,1981,1.08522821896814,3487
Bombycilla japonica,Gansu,2019,discovery_date,2019,2019,0,104.16,35.94,FALSE,FALSE,甘肃兴隆山,national,森林生态,1986,13.8525590241756,1793
Bombycilla japonica,Ningxia,2019,discovery_date,2019,2022,3,106.27,38.48,FALSE,FALSE,宁夏灵武白芨滩,national,荒漠生态,1985,19.5307122751196,2244
Bombycilla japonica,Qinghai,2012,publication_minus_median_lag,2014,2013,1,101.75,36.66,FALSE,FALSE,甘肃连城,national,森林生态,2001,74.4815314641969,1934
Branta canadensis,Heilongjiang,2023,discovery_date,2023,2024,1,124.39,47.03,FALSE,FALSE,沙田山竹,local,野生植物,1986,34.8716027798008,3554
Branta canadensis,Liaoning,2020,discovery_date,2020,2022,2,123.8,39.83,TRUE,TRUE,辽宁鸭绿江口湿地国家级自然保护区,national,海洋海岸,1997,0,2721
Branta canadensis,Tianjin,2014,discovery_date,2014,2017,3,117.43,39.26,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,1.32157691218013,2486
Branta canadensis,Zhejiang,2016,discovery_date,2016,2019,3,120.71,30.2,FALSE,FALSE,杏梅尖,local,森林生态,1991,79.6879935161056,1061
Bubo nipalensis,Chongqing,2018,discovery_date,2018,2019,1,107.33,28.83,FALSE,FALSE,重庆金佛山,national,野生植物,1979,7.63929489808253,614
Bubo nipalensis,Guangxi,2013,discovery_date,2013,2014,1,106.88,22.35,FALSE,FALSE,龙州青龙山,local,森林生态,1982,10.4172181364798,45
Bucanetes mongolicus,Heilongjiang,2002,discovery_date,2002,2006,4,128.27,46.43,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,77.9023169637486,3560
Bucanetes mongolicus,Sichuan,2014,discovery_date,2014,2015,1,102.75,30.06,FALSE,FALSE,四川蜂桶寨,national,野生动物,1975,36.44034550971,809
Bucanetes mongolicus,Tibet,2012,discovery_date,2012,2014,2,79.71,31.71,FALSE,FALSE,西藏羌塘,national,荒漠生态,1993,210.038156876717,1522
Butastur indicus,Anhui,2011,discovery_date,2011,2013,2,116.82,31.47,FALSE,FALSE,安徽鹞落坪国家级自然保护区,national,森林生态,1991,74.4754736025965,1127
Butastur indicus,Gansu,2022,discovery_date,2022,2024,2,105.5,32.98,TRUE,FALSE,裕河金丝猴,provincial,野生动物,2002,0,1335
Cacomantis merulinus,Shaanxi,2015,discovery_date,2015,2016,1,107.5,33.65,TRUE,TRUE,陕西长青,national,野生动物,1994,0,1418
Calandrella brachydactyla,Hunan,2023,discovery_date,2023,2024,1,113.25,28.23,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,59.7895224971184,567
Calliope obscura,Hubei,2021,discovery_date,2021,2021,0,110.36,31.46,TRUE,TRUE,湖北神农架,national,森林生态,1986,0,1041
Caprimulgus macrurus,Guizhou,2018,discovery_date,2018,2019,1,106.8,26.54,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,119.530967669469,373
Carpodacus roborowskii,Xinjiang,2015,discovery_date,2015,2016,1,90.55,36.65,TRUE,TRUE,新疆阿尔金山国家级自然保护区,national,野生动物,1983,0,2063
Carpodacus vinaceus,Shandong,2020,discovery_date,2020,2022,2,117.1,36.26,TRUE,FALSE,山东泰山,provincial,森林生态,2006,0,1961
Cecropis daurica,Chongqing,2021,discovery_date,2021,2025,4,108.79,30.69,FALSE,FALSE,澎溪河湿地,unknown,---,2008,50.6768032284412,892
Cecropis daurica,Xinjiang,2010,discovery_date,2010,2013,3,88.16,39.03,FALSE,FALSE,新疆罗布泊野骆驼国家级自然保护区,national,荒漠生态,1986,75.7378192186878,2510
Centropus bengalensis,Liaoning,2012,discovery_date,2012,2022,10,124.02,41.87,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,1.82937375283036,3084
Centropus bengalensis,Tibet,2022,discovery_date,2022,2024,2,95.34,29.34,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Centropus bengalensis,Zhejiang,2002,discovery_date,2002,2003,1,120.27,30.18,FALSE,FALSE,杏梅尖,local,森林生态,1991,38.7729860696567,986
Cephalopyrus flammiceps,Guangxi,2012,discovery_date,2012,2013,1,106.72,22.8,FALSE,FALSE,广西下雷,provincial,森林生态,1982,5.70790709627619,70
Cephalopyrus flammiceps,Hubei,2017,discovery_date,2017,2019,2,110.45,31.52,FALSE,FALSE,湖北神农架,national,森林生态,1986,0.610130481348529,1041
Certhia familiaris,Jiangsu,2024,discovery_date,2024,2024,0,120.69,33.37,TRUE,FALSE,大洞山,local,森林生态,2001,0,
Certhia himalayana,Qinghai,2013,discovery_date,2013,2014,1,101.05,32.7,FALSE,FALSE,四川严波也则山,local,野生动物,2001,7.99554559502543,1249
Certhia tianquanensis,Shaanxi,2004,discovery_date,2004,2005,1,107.8,34.02,FALSE,FALSE,陕西太白山,national,森林生态,1965,2.16433333326812,1496
Ceryle rudis,Beijing,2005,discovery_date,2005,2011,6,116.23,40.27,FALSE,FALSE,北京松山,national,森林生态,1986,43.2386552748687,2634
Ceryle rudis,Liaoning,2022,discovery_date,2022,2025,3,123.52,41.98,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,38.4063377771886,3083
Ceryle rudis,Shaanxi,2019,discovery_date,2019,2020,1,109.01,34.42,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,55.7090375403716,1576
Cettia brunnifrons,Shaanxi,2018,discovery_date,2018,2018,0,107.8,33.99,TRUE,TRUE,陕西太白山,national,森林生态,1965,0,1496
Cettia castaneocoronata,Hubei,2020,discovery_date,2020,2021,1,110.29,31.46,TRUE,TRUE,湖北神农架,national,森林生态,1986,0,1041
Chalcophaps indica,Anhui,2023,discovery_date,2023,2023,0,117.91,31.64,FALSE,FALSE,盘台,local,森林生态,2006,71.2592624091484,1203
Chalcophaps indica,Hunan,2017,discovery_date,2017,2018,1,111.59,25.95,FALSE,FALSE,湖南阳明山,national,森林生态,1984,30.2061213615372,341
Chalcophaps indica,Jiangxi,2004,discovery_date,2004,2011,7,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,226
Chalcophaps indica,Zhejiang,2018,discovery_date,2018,2019,1,120.14,27.52,FALSE,FALSE,浙江乌岩岭,national,森林生态,1974,38.7904228617865,639
Charadrius atrifrons,Guizhou,2024,discovery_date,2024,2024,0,106.63,26.63,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,103.943123831995,372
Charadrius atrifrons,Yunnan,2024,discovery_date,2024,2025,1,103.32,27.44,TRUE,TRUE,云南大山包,national,湿地生态,1990,0,450
Charadrius dealbatus,Jiangxi,2024,discovery_date,2024,2024,0,115.82,29.69,FALSE,FALSE,江西庐山,national,森林生态,1981,15.8478311278197,834
Charadrius placidus,Hainan,2004,discovery_date,2004,2006,2,109.51,18.25,FALSE,FALSE,大东海火岭,local,野生动物,1996,2.19371125558881,3
Charadrius veredus,Jilin,2006,discovery_date,2006,2010,4,122.96,46.05,FALSE,FALSE,内蒙古图牧吉,national,野生动物,1996,15.3467654464742,3455
Charadrius veredus,Xinjiang,2010,discovery_date,2010,2010,0,90.8,43.9,FALSE,FALSE,新疆西天山,national,森林生态,1983,147.471591856459,3219
Charadrius veredus,Yunnan,2016,discovery_date,2016,2024,8,101.82,24.03,FALSE,FALSE,云南元江,provincial,森林生态,1989,29.9200100044655,161
Chlidonias leucopterus,Yunnan,2006,discovery_date,2006,2008,2,102.69,24.81,TRUE,FALSE,滇池,provincial,湿地生态,1981,0,202
Chlidonias niger,Gansu,2021,discovery_date,2021,2022,1,100.44,38.98,TRUE,TRUE,甘肃黑河,provincial,野生动物,1982,0,2312
Chlidonias niger,Hubei,2020,discovery_date,2020,2021,1,114.41,30.45,FALSE,FALSE,木兰湖岛湿地,local,湿地生态,1998,28.6605135557251,975
Chloris ambigua,Guangxi,2004,discovery_date,2004,2006,2,105.2,24.97,FALSE,FALSE,广西金钟山,provincial,野生动物,1982,42.8595473825605,248
Chrysolophus pictus,Shanxi,2006,discovery_date,2006,2007,1,111.32,34.97,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,15.9439083003115,1657
Ciconia boyciana,Gansu,2023,discovery_date,2023,2024,1,105.02,33.35,FALSE,FALSE,裕河金丝猴,provincial,野生动物,2002,41.7105028338576,1334
Ciconia boyciana,Ningxia,2017,discovery_date,2017,2018,1,105.72,37.25,FALSE,FALSE,宁夏罗山,national,森林生态,1982,38.3362500743444,2014
Ciconia nigra,Tibet,2020,discovery_date,2020,2021,1,98.87,29.55,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,23.3254025792573,730
Circaetus gallicus,Guangxi,2015,discovery_date,2015,2021,6,109.05,21.45,FALSE,FALSE,合浦营盘港－英罗港儒艮,national,野生动物,1986,15.161457671544,21
Circaetus gallicus,Hunan,2022,discovery_date,2022,2023,1,110.87,29.97,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Circaetus gallicus,Jiangsu,2024,discovery_date,2024,2025,1,118.95,32.5,FALSE,FALSE,雨花台,local,地质遗迹,1984,34.6398738207726,1360
Circus macrourus,Zhejiang,2021,discovery_date,2021,2023,2,120.63,27.86,FALSE,FALSE,浙江乌岩岭,national,森林生态,1974,78.2664966625357,639
Circus spilonotus,Xinjiang,2015,discovery_date,2015,2015,0,86.82,47.78,FALSE,FALSE,新疆阿勒泰科克苏湿地,provincial,湿地生态,2001,60.3082295768912,3572
Cisticola exilis,Hainan,2007,discovery_date,2007,2007,0,109.11,19.01,FALSE,FALSE,海南霸王岭,national,野生动物,1980,1.54794710823131,9
Cisticola juncidis,Liaoning,2006,discovery_date,2006,2006,0,123.62,39.93,TRUE,TRUE,辽宁鸭绿江口湿地国家级自然保护区,national,海洋海岸,1997,0,2721
Clamator coromandus,Heilongjiang,2012,discovery_date,2012,2013,1,128.85,45.97,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,22.3120209474864,3525
Clamator coromandus,Liaoning,2015,discovery_date,2015,2022,7,123.63,39.85,TRUE,TRUE,辽宁鸭绿江口湿地国家级自然保护区,national,海洋海岸,1997,0,2721
Clanga clanga,Gansu,2014,discovery_date,2014,2023,9,104.08,35.82,FALSE,FALSE,甘肃兴隆山,national,森林生态,1986,0.760437903990999,1792
Columba oenas,Gansu,2021,discovery_date,2021,2022,1,98.44,39.91,FALSE,FALSE,甘肃祁连山,national,森林生态,1987,38.3598284155286,2527
Columba oenas,Inner Mongolia,2014,discovery_date,2014,2017,3,101.15,42.05,TRUE,TRUE,内蒙古额济纳胡杨林,national,荒漠生态,1986,0,2849
Copsychus saularis,Guangxi,2005,discovery_date,2005,2006,1,108.3,22.85,FALSE,FALSE,广西崇左白头叶猴,national,野生动物,1980,48.2231934275549,73
Coracias garrulus,Qinghai,2021,discovery_date,2021,2022,1,97.29,37.19,FALSE,FALSE,青海柴达木梭梭林,national,荒漠生态,2000,10.8192509455012,2075
Coturnicops exquisitus,Yunnan,2003,discovery_date,2003,2004,1,100.35,25.3,FALSE,FALSE,巍宝山,local,森林生态,1988,7.29168900831351,279
Crex crex,Yunnan,2011,discovery_date,2011,2012,1,100.33,24.9,FALSE,FALSE,青华绿孔雀,provincial,野生动物,1988,25.0234358331065,239
Crossoptilon mantchuricum,Henan,2022,discovery_date,2022,2024,2,112.2,35.22,TRUE,TRUE,河南太行山猕猴,national,野生动物,1982,0,1734
Curruca curruca,Guizhou,2024,discovery_date,2024,2024,0,105.29,27.29,FALSE,FALSE,长江上游珍稀、特有鱼类,national,野生动物,1997,21.5188588187799,454
Curruca curruca,Hainan,2021,discovery_date,2021,2022,1,110.33,20.07,FALSE,FALSE,永兴鸟类,local,野生动物,1988,17.288221693536,16
Cyanistes cyanus,Jilin,2019,discovery_date,2019,2023,4,125.35,43.83,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,46.6703558215015,3295
Cyanoderma pyrrhops,Tibet,2010,discovery_date,2010,2010,0,85.98,28,TRUE,TRUE,西藏珠穆朗玛峰,national,森林生态,1988,0,705
Cygnus cygnus,Guangxi,2016,discovery_date,2016,2017,1,108.16,21.58,FALSE,FALSE,广西防城金花茶国家级自然保护区,national,野生植物,1986,17.3760941159484,
Cygnus olor,Jilin,2009,discovery_date,2009,2010,1,122.55,44.96,TRUE,TRUE,吉林向海,national,湿地生态,1981,0,3373
Cygnus olor,Shaanxi,2015,discovery_date,2015,2016,1,107.66,34.31,FALSE,FALSE,陕西太白山,national,森林生态,1965,25.1442394091235,1574
Cyornis glaucicomans,Henan,2019,discovery_date,2019,2021,2,114.4,31.81,TRUE,TRUE,河南董寨鸟类,national,野生动物,1982,0,1197
Cyornis glaucicomans,Jiangsu,2023,discovery_date,2023,2024,1,120.24,31.51,FALSE,FALSE,江苏吴县光福,provincial,森林生态,1981,34.2649566447549,1207
Cyornis glaucicomans,Shanxi,2019,discovery_date,2019,2020,1,111.9,35.38,TRUE,TRUE,山西历山,national,森林生态,1983,0,1733
Cyornis hainanus,Sichuan,2023,discovery_date,2023,2023,0,104.87,28.99,FALSE,FALSE,长江上游珍稀、特有鱼类,national,野生动物,1997,19.437694892051,673
Cyornis rubeculoides,Hunan,2009,publication_minus_median_lag,2011,2010,1,110.67,30.07,FALSE,FALSE,湖南壶瓶山,national,森林生态,1982,0.392504221231119,824
Delichon dasypus,Henan,2016,discovery_date,2016,2018,2,111.88,33.48,FALSE,FALSE,河南南阳恐龙蛋化石群国家级自然保护区,national,古生物遗迹,1998,1.31677430211392,1426
Dendrocitta formosae,Shanghai,2012,discovery_date,2012,2018,6,121.97,30.93,FALSE,FALSE,上海九段沙湿地国家级自然保护区,national,湿地生态,2000,19.4267886013402,
Dendrocopos hyperythrus,Qinghai,2013,discovery_date,2013,2015,2,101.03,32.68,FALSE,FALSE,四川严波也则山,local,野生动物,2001,8.50940965479549,1249
Dendrocygna javanica,Guizhou,2020,discovery_date,2020,2021,1,106.65,26.51,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,117.248852445083,372
